SceneID	Comment	SceneType	IsStaticScene	PreTask	PreScene	RequiredLevel	combatlevel	SyncMode	SwitchToSelf	CanReconnect	EndTimeOut	IsCanQuit	DelayTransfer	LineRoleCount	Buff	SceneFile	UnitySceneFile	ScenePath	BGM	BlockFilePath	OperationSettings	StartPos	StartFace	StartRot	Chapter	UIPos	BoxUIPos	UIIcon	FatigueCost	ViewableDropList	Exp	Drop	Drop1	Drop2	Drop3	Drop4	Drop5	Money	FirstDownExp	FirstDownDrop	FirstDownDropNoMult	FirstDownMoney	FirstSSS	ExpSealReward	SceneChest	DiamondDropID	GoldDropID	SilverDropID	CopperDropID	SBox	SSBox	SSSBox	SPeerBox	SSPeerBox	SSSPeerBox	PeerBox	SelectBoxTime	IsBoss	RecommendPower	BossAvatar	BossIcon	EndCutScene	EndCutSceneTime	WinCondition	LoseCondition	WinDelayTime	CycleLimitTime	DayLimit	AwardRate	CoolDown	DayLimitGroupID	CanDrawBox	HasFlyOut	DynamicScene	EnvSet	CanRevive	ReviveNumb	ReviveCost	ReviveMoneyCost	ReviveTime	ReviveBuff	ReviveBuffTip	CanPause	ShowUp	LoadingTips	LoadingPic	SceneCanNavi	ShowAutoFight	ShowBattleStatistics	RandomTaskType	RandomTaskSpecify	UseSupplement	HurtCoef	MiniMap	MiniMapSize	MiniMapOutSize	MiniMapRotation	StaticMiniMapCenter	SceneAI	DummyRoleDashProbability	PPTCoff	AtkType	PPTCoffEx	DefType	GuildExpBounus	FailText	LeaveSceneTip	RecommendHint	TeamInfoDefaultTab	CombatType	SweepNeedPPT	TimeCounter	HasComboBuff	DisplayPet	AutoReturn	StoryDriver	MinPassTime	ShowSkill	ShowNormalAttack	WinConditionTips	BattleExplainTips	DPS	CanVIPRevive	HideTeamIndicate	ShieldSight	SpecifiedTargetLocatedRange	SpactivityActiveDrop	SpActivityDrop	VipReviveLimit	SweepTicket	ResultRevive	CombatFormula	CanUseMecha	CarryFollowerType	FairAttrGroup	PlayerNumberAttrChange	CanRollItem	RollItemDrop	SuperRareRollItem	RollItemTime	RollItemEndTime	FirstPassTime	ReviveAddPassTime
13	切磋	37	0					1	TRUE			TRUE	0.5	0	13=1		pvp	DN_FB/pvp/pvp	Audio/mapambience/PVP	Table/SceneBlock/pvp	4|1004	32.80461=0=44.36881|44.46961=0=32.70381	135|-45	0|135|0|1																																		FALSE	0													FALSE	FALSE	pvp		FALSE							FALSE	FALSE	正在让所有观众入场就位，请稍候|胜不骄败不馁，人生总是有输有赢	Loading_06	FALSE	FALSE	FALSE				1	minimap_1v1tts	80|80		0													1	1000	1|150|10	FALSE	FALSE			0	TRUE	TRUE				1	FALSE		-1						1	FALSE	0									
15	保护队长	17	0					1	TRUE			FALSE				Level/Other/protectking	yishishendian	DN_FB/yishishendian/yishishendian	Audio/mapambience/PVP	Table/SceneBlock/yishishendian	5|1005	59.2=0=37.84|19.4=0=37.8	270|90	0|-90|0|1																																		FALSE	0													FALSE	FALSE			FALSE							FALSE	FALSE	在混战中，保护自己的队长比杀敌更重要哦|每轮队长会重新分配，一定要注意头顶标识，保护好自己的队长	Loading_15	FALSE	FALSE	FALSE				1	minimap_bhdz	80|80		-90		Scene_DK											1	1000		FALSE	FALSE			0	TRUE	TRUE				1	FALSE		-1						1	FALSE	0									
16	公会擂台战	19	0					1	TRUE			FALSE		20	13=1		pvp	DN_FB/pvp/pvp	Audio/mapambience/PVP	Table/SceneBlock/pvp	4|1004	32.80461=0=44.36881|44.46961=0=32.70381	180|0	0|180|0|1																																		FALSE	0													FALSE	FALSE	pvp		FALSE							FALSE	FALSE	巅峰对决，王者谁属？|参战公会成员可以在观战时点击鼓舞按钮免费提升己方参战成员属性哦！	Loading_15	FALSE	FALSE	FALSE				1	minimap_1v1tts	200|300		0		Scene_Scene_GuildArena											1	1000		FALSE	FALSE			0	TRUE	TRUE				1	TRUE		-1						1	FALSE	0									
17	保护队长(备用)	17	0					1	TRUE			FALSE					wugu	DN_FB/wugu/wugu	Audio/mapambience/PVP	Table/SceneBlock/wugu	5|1005	41=7.28=97|81.26=3.5=43.51	162|-18	0|162|0|1																																		FALSE	0													FALSE	FALSE			FALSE							FALSE	FALSE	在混战中，保护自己的队长比杀敌更重要哦|每轮队长会重新分配，一定要注意头顶标识，保护好自己的队长	Loading_15	FALSE	FALSE	FALSE				1	minimap_bhdz	150|150		162		Scene_DK											1	1000		FALSE	FALSE			0	TRUE	TRUE				1	FALSE		-1						1	FALSE	0									
18	天空竞技场（等待）	24	0				32	1	FALSE			TRUE					3v3_daiji	DN_FB/3v3_daiji/3v3_daiji	Audio/mapambience/shulin	Table/SceneBlock/3v3_daiji	1|1001	63.28=0.02=62.39		0|-160|0|1																																		FALSE	0													FALSE	FALSE			FALSE							FALSE	FALSE		Loading_27	FALSE	FALSE	FALSE				1				0														1000		FALSE	FALSE			0	FALSE	FALSE				1	FALSE		-1					1	1	FALSE	0									
19	天空竞技场（战斗）	25	0				32	1	TRUE	TRUE	60	TRUE					3v3_zhandou	DN_FB/3v3_zhandou/3v3_zhandou	Audio/mapambience/PVP	Table/SceneBlock/3v3_zhandou	5|1005	20=0.02=20|37.5=0.02=37.5	0|180	0|0|0|1																																		FALSE	0													FALSE	FALSE			FALSE							FALSE	FALSE		Loading_27	FALSE	FALSE	FALSE				1				0													1	1000		FALSE	FALSE			0	TRUE	TRUE				1	FALSE		-1						1	FALSE	0									
21	试炼之地	26	0			15		0	TRUE			TRUE				Level/Other/ProfessionTransfer_1	DN_Lv1_1_6	DN_Lv_1/DN_Lv1_1_6/DN_Lv1_1_6	Audio/mapambience/BGM_Desert	Table/SceneBlock/scene106	11|1011	28=10=149		0|0|0|1																																		FALSE	0					2=0	1=0							FALSE	TRUE	DN_Lvnew5_9		TRUE							FALSE	FALSE	通过试炼可以体验到不同职业的转职效果哦|勇士，恭喜你突破了力量极限，可以成功转职啦	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	FALSE	FALSE				1	minimap_106	200|200		0		Scene_ProfessionTransfer_1												1000		FALSE	FALSE			0	TRUE	TRUE			2500=80	1	FALSE		-1						2	FALSE	4									
22	试炼地狱	26	0			15		0	TRUE			TRUE				Level/Other/ProfessionTransfer_2	DN_Lv1_1_6	DN_Lv_1/DN_Lv1_1_6/DN_Lv1_1_6	Audio/mapambience/BGM_Desert	Table/SceneBlock/scene106	11|1011	122=5.189=92.5		0|0|0|1																																		FALSE	0					2=0	1=0							FALSE	TRUE	DN_LvProfessionTransfer_2		TRUE							FALSE	FALSE	通过试炼可以体验到不同职业的转职效果哦|勇士，恭喜你突破了力量极限，可以再次转职了	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	FALSE	FALSE				1	minimap_106	200|200		0		Scene_ProfessionTransfer_2												1000		FALSE	FALSE			0	TRUE	TRUE			2500=80	1	FALSE		-1						2	FALSE	4									
23	转职之地	26	0			15		0	TRUE			TRUE				Level/Other/ProfessionTransfer_3	DN_Lv1_1_6	DN_Lv_1/DN_Lv1_1_6/DN_Lv1_1_6	Audio/mapambience/BGM_Desert	Table/SceneBlock/scene106	11|1011	28=10=149		0|0|0|1																																		FALSE	0					2=0	1=0							FALSE	TRUE	DN_Lvnew5_9		TRUE							FALSE	FALSE	通过试炼可以体验到不同职业的技能哦|恭喜你突破了自己的极限，可以自由选择职业了	Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08	TRUE	FALSE	FALSE				1	minimap_106	200|200		0														1000		FALSE	FALSE			0	TRUE	TRUE			2500=80	1	FALSE		-1						2	FALSE	4									
25	神圣天堂	62	0					0	FALSE			FALSE			1=1|70629=1	Level/Other/Return	DN_maincity_sstt	DN_maincity_sstt/DN_maincity_sstt	Audio/mapambience/NewYear	Table/SceneBlock/hall	1|1001	99.93=0.08=111.52		0|0|0|1																																		TRUE				cutscene_return_end		1=0								FALSE	TRUE	Return	0=21600=1|21600=64800=0|64800=86400=1	FALSE								FALSE		Loading_29	TRUE	FALSE	FALSE				1						Scene_Return												1000		FALSE	FALSE	10		0	FALSE	FALSE				1	FALSE		-1						2	FALSE	4									
26	绝地求生	70	0					1	FALSE			FALSE			70550=1|70579=1	Level/Activity/juediqiusheng_activity	dataosha	DN_FB/dataosha	Audio/mapambience/PVP	Table/SceneBlock/dataosha	11|1930	52.24=0.05=39.9		0|0|0|1																																		FALSE	0													FALSE	FALSE	dataosha		FALSE							FALSE	FALSE	正在让所有观众入场就位，请稍候|胜不骄败不馁，人生总是有输有赢	Loading_06	FALSE	FALSE	FALSE				1						Scene_juediqiusheng_activity_AI											1	1000		FALSE	FALSE			0	TRUE	TRUE				1	FALSE		-1						2	FALSE	4									
30	天空竞技场等待区	24	0				32	1	FALSE			FALSE		30			3v3_daiji	DN_FB/3v3_daiji/3v3_daiji	Audio/mapambience/shulin	Table/SceneBlock/3v3_daiji	1|1001	63.28=0.07=62.39		0|-160|0|1																																		FALSE	0													FALSE	FALSE			FALSE							FALSE	FALSE	天空竞技场，巅峰竞技赛事，每周一晚8点，不见不散|巅峰竞技，赢取龙币龙玉和公会贡献	Loading_27	FALSE	FALSE	FALSE				1	minimap_3v3_0	100|100		180														1000		FALSE	TRUE			0	FALSE	FALSE				1	FALSE		-1					1	1	FALSE	0									
31	天空竞技场第一层	25	0				32	1	TRUE			FALSE			600004=1		3v3_zhandou	DN_FB/3v3_zhandou/3v3_zhandou	Audio/mapambience/PVP	Table/SceneBlock/3v3_zhandou	5|1005	21=0.07=21|36.5=0.07=36.5	0|180	0|0|0|1																																		FALSE	0													FALSE	FALSE			FALSE							FALSE	FALSE	天空竞技场，巅峰竞技赛事，每周一晚8点，不见不散|巅峰竞技，赢取龙币龙玉和公会贡献	Loading_27	FALSE	FALSE	FALSE				1	minimap_3v3_1	100|100		180													1	1000		FALSE	FALSE			0	TRUE	TRUE				1	FALSE		-1						1	FALSE	0									
32	天空竞技场第二层	25	0				32	1	TRUE			FALSE			600004=1		3v3_zhandou1	DN_FB/3v3_zhandou/3v3_zhandou	Audio/mapambience/PVP	Table/SceneBlock/3v3_zhandou	5|1005	21=0.07=21|36.5=0.07=36.5	0|180	0|0|0|1																																		FALSE	0													FALSE	FALSE			FALSE							FALSE	FALSE	天空竞技场，巅峰竞技赛事，每周一晚8点，不见不散|巅峰竞技，赢取龙币龙玉和公会贡献	Loading_27	FALSE	FALSE	FALSE				1	minimap_3v3_1	100|100		180													1	1000		FALSE	FALSE			0	TRUE	TRUE				1	FALSE		-1						1	FALSE	0									
33	天空竞技场第三层	25	0				32	1	TRUE			FALSE			600004=1		3v3_zhandou	DN_FB/3v3_zhandou/3v3_zhandou	Audio/mapambience/PVP	Table/SceneBlock/3v3_zhandou	5|1005	21=0.07=21|36.5=0.07=36.5	0|180	0|0|0|1																																		FALSE	0													FALSE	FALSE			FALSE							FALSE	FALSE	天空竞技场，巅峰竞技赛事，每周一晚8点，不见不散|巅峰竞技，赢取龙币龙玉和公会贡献	Loading_27	FALSE	FALSE	FALSE				1	minimap_3v3_1	100|100		180													1	1000		FALSE	FALSE			0	TRUE	TRUE				1	FALSE		-1						1	FALSE	0									
34	天空竞技场第四层	25	0				32	1	TRUE			FALSE			600004=1		3v3_zhandou1	DN_FB/3v3_zhandou/3v3_zhandou	Audio/mapambience/PVP	Table/SceneBlock/3v3_zhandou	5|1005	21=0.07=21|36.5=0.07=36.5	0|180	0|0|0|1																																		FALSE	0													FALSE	FALSE			FALSE							FALSE	FALSE	天空竞技场，巅峰竞技赛事，每周一晚8点，不见不散|巅峰竞技，赢取龙币龙玉和公会贡献	Loading_27	FALSE	FALSE	FALSE				1	minimap_3v3_1	100|100		180													1	1000		FALSE	FALSE			0	TRUE	TRUE				1	FALSE		-1						1	FALSE	0									
35	天空竞技场第五层	25	0				32	1	TRUE			FALSE			600004=1		3v3_zhandou	DN_FB/3v3_zhandou/3v3_zhandou	Audio/mapambience/PVP	Table/SceneBlock/3v3_zhandou	5|1005	21=0.07=21|36.5=0.07=36.5	0|180	0|0|0|1																																		FALSE	0													FALSE	FALSE			FALSE							FALSE	FALSE	天空竞技场，巅峰竞技赛事，每周一晚8点，不见不散|巅峰竞技，赢取龙币龙玉和公会贡献	Loading_27	FALSE	FALSE	FALSE				1	minimap_3v3_1	100|100		180													1	1000		FALSE	FALSE			0	TRUE	TRUE				1	FALSE		-1						1	FALSE	0									
36	天空竞技场第六层	25	0				32	1	TRUE			FALSE			600004=1		3v3_zhandou1	DN_FB/3v3_zhandou/3v3_zhandou	Audio/mapambience/PVP	Table/SceneBlock/3v3_zhandou	5|1005	21=0.07=21|36.5=0.07=36.5	0|180	0|0|0|1																																		FALSE	0													FALSE	FALSE			FALSE							FALSE	FALSE	天空竞技场，巅峰竞技赛事，每周一晚8点，不见不散|巅峰竞技，赢取龙币龙玉和公会贡献	Loading_27	FALSE	FALSE	FALSE				1	minimap_3v3_1	100|100		180													1	1000		FALSE	FALSE			0	TRUE	TRUE				1	FALSE		-1						1	FALSE	0									
37	天空竞技场第七层	25	0				32	1	TRUE			FALSE			600004=1		3v3_zhandou	DN_FB/3v3_zhandou/3v3_zhandou	Audio/mapambience/PVP	Table/SceneBlock/3v3_zhandou	5|1005	21=0.07=21|36.5=0.07=36.5	0|180	0|0|0|1																																		FALSE	0													FALSE	FALSE			FALSE							FALSE	FALSE	天空竞技场，巅峰竞技赛事，每周一晚8点，不见不散|巅峰竞技，赢取龙币龙玉和公会贡献	Loading_27	FALSE	FALSE	FALSE				1	minimap_3v3_1	100|100		180													1	1000		FALSE	FALSE			0	TRUE	TRUE				1	FALSE		-1						1	FALSE	0									
41	擂台战积分赛	27	0					1	TRUE	TRUE	60	FALSE		20		Level/Other/leitaijifensai	wugu	DN_FB/wugu/wugu	Audio/mapambience/PVP	Table/SceneBlock/wugu	5|1005	39.33=7.7=102.2|75.31=5.7=40.44	162|-18	0|162|0|1																																		FALSE	0													FALSE	FALSE			FALSE							FALSE	FALSE	积分赛每个成员只可以上阵一局战斗哦，为公会积分排名加油战斗吧！|参战公会成员可以在观战时点击鼓舞按钮免费提升己方参战成员属性哦！	Loading_15	FALSE	FALSE	FALSE				1	minimap_wugu	150|150		0													1	1000		FALSE	FALSE			0	TRUE	TRUE				1	TRUE		-1					1	1	FALSE	0									
42	矿脉争夺战	29	0					1	TRUE			FALSE				Level/Other/ziyuanzhengduo	DN_Lv6_6_2	DN_Lv_6/DN_Lv6_6_2/DN_Lv6_6_2	Audio/mapambience/zhaoze	Table/SceneBlock/scene602	9|1009	108.8=8=91.1	0|8	0|0|0|1																																		TRUE	0					1=0	2=0							FALSE	FALSE			FALSE							FALSE	FALSE	击败守卫怪物，赢取公会贡献！遇上强大的怪物记得使用仪式卡哦！	Loading_01|Loading_02|Loading_00|Loading_03	FALSE	FALSE	FALSE				1	minimap_602	200|200																1000		FALSE	FALSE			0	TRUE	TRUE		挑战成功可获得矿脉{n}资源，概率获得仪式卡		1	FALSE		-1						1	FALSE	0									
