EmblemID	SkillScript	SkillName	ExSkillScript	OtherSkillScripts	SkillType	SkillPercent	SkillPPT	ChangeProfReplaceItem				
30293812	毒气暴击（冷却）	Player_academic_attack_duqibaoji	Player_academic_attack_duqibaoji_ex		2	20	1000		炼金术士		1	毒气暴击（冷却）
30294012	牺牲（冷却）	Player_academic_buff_xisheng			2	20	1000		炼金术士		1	牺牲（冷却）
30294212	冰雪连天（冷却）	Player_academic_attack_bingxueliantian			2	20	1000		炼金术士		1	冰雪连天（冷却）
30294312	鸡尾酒（冷却）	Player_academic_buff_jiweijiu			2	20	1000		炼金术士		1	鸡尾酒（冷却）
30294412	混合感染（冷却）	Player_academic_attack_hunheganran			2	20	1000		炼金术士		1	混合感染（冷却）
30294612	瞒天过海（冷却）	Player_academic_attack_mantianguohai		Monster_iceflap_attack	2	20	1000		炼金术士		1	瞒天过海（冷却）
31190912	飞溅（冷却）	Player_academic_attack_feijian	Player_academic_attack_feijian_ex		2	20	1000		重炮手		1	飞溅（冷却）
31191112	乒乓爆栗ex（冷却）	Player_academic_attack_pingpangbaoli_ex			2	20	1000		重炮手		1	乒乓爆栗ex（冷却）
31191212	加农爆破筒ex（冷却）	Player_academic_attack_jianongbaopotong_ex			2	20	1000		重炮手		1	加农爆破筒ex（冷却）
31191312	脑电波投射ex（冷却）	Player_academic_attack_naodianbotoushe_ex			2	20	1000		重炮手		1	脑电波投射ex（冷却）
31191412	生化导弹ex（冷却）	Player_academic_attack_shenghuadaodan_ex			2	20	1000		重炮手		1	生化导弹ex（冷却）
31191512	飞溅ex（冷却）	Player_academic_attack_feijian_ex			2	20	1000		重炮手		1	飞溅ex（冷却）
32191712	链锯之塔（冷却）	Player_academic_attack_lianjuzhita		Player_academic_jx_lianjuzhita_super	2	20	1000		机械大师		1	链锯之塔（冷却）
32191812	超大重磅炸弹（冷却）	Player_academic_attack_chaodazhongbangzhadan	Player_academic_attack_chaodazhongbangzhadan_ex		2	20	1000		机械大师		1	超大重磅炸弹（冷却）
32192012	重磅鸭ex（冷却）	Player_academic_attack_zhongbangya_ex		Player_academic_jx_zhongbangya_super	2	20	1000		机械大师		1	重磅鸭ex（冷却）
32192412	超大重磅炸弹ex（冷却）	Player_academic_attack_chaodazhongbangzhadan_ex			2	20	1000		机械大师		1	超大重磅炸弹ex（冷却）
31294712	C2H5OH（冷却）	Player_academic_attack_C2H5OH			2	20	1000		炼金圣士		1	C2H5OH（冷却）
31294812	冰光束（冷却）	Player_academic_attack_bingguangshu	Player_academic_attack_bingguangshu_ex		2	20	1000		炼金圣士		1	冰光束（冷却）
31294912	岩浆戳刺ex（冷却）	Player_academic_attack_yanjiangchuoci_ex			2	20	1000		炼金圣士		1	岩浆戳刺ex（冷却）
31295012	寒冰戳刺ex（冷却）	Player_academic_attack_hanbingchuoci_ex			2	20	1000		炼金圣士		1	寒冰戳刺ex（冷却）
31295112	岩浆墙ex（冷却）	Player_academic_attack_yanjiangqiang_ex			2	20	1000		炼金圣士		1	岩浆墙ex（冷却）
31295212	岩浆波流ex（冷却）	Player_academic_attack_yanjiangboliu_ex			2	20	1000		炼金圣士		1	岩浆波流ex（冷却）
31295412	冰光束ex（冷却）	Player_academic_attack_bingguangshu_ex			2	20	1000		炼金圣士		1	冰光束ex（冷却）
32295512	爱情病毒（冷却）	Player_academic_attack_aiqingbingdu			2	20	1000		药剂师		1	爱情病毒（冷却）
32295612	治愈流（冷却）	Player_academic_buff_zhiyuliu	Player_academic_buff_zhiyuliu_ex		2	20	1000		药剂师		1	治愈流（冷却）
32295712	喷射ex（冷却）	Player_academic_attack_penshe_ex			2	20	1000		药剂师		1	喷射ex（冷却）
32295912	疾病ex（冷却）	Player_academic_attack_jibing_ex			2	20	1000		药剂师		1	疾病ex（冷却）
32296012	毒气聚能ex（冷却）	Player_academic_attack_duqijuneng_ex			2	20	1000		药剂师		1	毒气聚能ex（冷却）
32296112	毒气暴击ex（冷却）	Player_academic_attack_duqibaoji_ex			2	20	1000		药剂师		1	毒气暴击ex（冷却）
32296212	治愈流ex（冷却）	Player_academic_buff_zhiyuliu_ex			2	20	1000		药剂师		1	治愈流ex（冷却）
30048012	能量爆发（冷却）	Player_sorceress_attack_nengliangbaofa			2	20	1000		魔法师		1	能量爆发（冷却）
30048112	震荡波（冷却）	Player_sorceress_attack_zhengdangbo			2	20	1000		魔法师		1	震荡波（冷却）
30148612	火焰风暴（冷却）	Player_sorceress_attack_huoyanfengbao			2	20	1000		元素		1	火焰风暴（冷却）
30149612	暴风雪（冷却）	Player_sorceress_attack_baofengxue			2	20	1000		元素		1	暴风雪（冷却）
30148712	火球（冷却）	Player_sorceress_attack_huoqiu	Player_sorceress_attack_huoqiu_ex	Player_sorceress_jx_huoqiu_super	2	20	1000		元素		1	火球（冷却）
30148912	地狱火海（冷却）	Player_sorceress_attack_diyuhuohai	Player_sorceress_attack_diyuhuohai_ex	Player_sorceress_jx_diyuhuohai_super	2	20	1000		元素		1	地狱火海（冷却）
30149012	火墙（冷却）	Player_sorceress_attack_huoqiang	Player_sorceress_attack_huoqiang_ex		2	20	1000		元素		1	火墙（冷却）
30149112	火径（冷却）	Player_sorceress_attack_huojing	Player_sorceress_attack_huojing_ex		2	20	1000		元素		1	火径（冷却）
30149212	冰刃（冷却）	Player_sorceress_attack_bingren	Player_sorceress_attack_bingren_ex		2	20	1000		元素		1	冰刃（冷却）
30149312	霜冻（冷却）	Player_sorceress_attack_shuangdong	Player_sorceress_attack_shuangdong_ex		2	20	1000		元素		1	霜冻（冷却）
30149412	冰刺（冷却）	Player_sorceress_attack_bingci	Player_sorceress_attack_bingci_ex		2	20	1000		元素		1	冰刺（冷却）
30149512	冰雾（冷却）	Player_sorceress_attack_bingwu	Player_sorceress_attack_bingwu_ex		2	20	1000		元素		1	冰雾（冷却）
30149912	火鸟（冷却）	Player_sorceress_attack_huoniao			2	20	1000		元素		1	火鸟（冷却）
30150112	冰盾（冷却）	Player_sorceress_buff_bingdun			2	20	1000		元素		1	冰盾（冷却）
30150012	地狱之火（冷却）	Player_sorceress_buff_diyuzhihuo			2	20	1000		元素		1	地狱之火（冷却）
30252212	驱散（冷却）	Player_sorceress_attack_qusan	Monster_spider_qusan_super	Player_sorceress_jx_qusan_super	2	20	1000		魔导		1	驱散（冷却）
30253212	流星雨（冷却）	Player_sorceress_attack_liuxingyu			2	20	1000		魔导		1	流星雨（冷却）
30252812	重力球（冷却）	Player_sorceress_attack_zhongliqiu	Player_sorceress_attack_zhongliqiu_ex		2	20	1000		魔导		1	重力球（冷却）
30252912	黑暗神殿（冷却）	Player_sorceress_attack_heianshendian	Player_sorceress_attack_heianshendian_ex		2	20	1000		魔导		1	黑暗神殿（冷却）
30253012	召唤黑洞（冷却）	Player_sorceress_attack_zhaohuanheidong	Player_sorceress_attack_zhaohuanheidong_ex		2	20	1000		魔导		1	召唤黑洞（冷却）
30253112	上升重力（冷却）	Player_sorceress_attack_shangshengzhongli	Player_sorceress_attack_shangshengzhongli_ex		2	20	1000		魔导		1	上升重力（冷却）
30252312	聚能激光（冷却）	Player_sorceress_attack_junengjiguang	Player_sorceress_attack_junengjiguang_ex		2	20	1000		魔导		1	聚能激光（冷却）
30252512	九尾激光（冷却）	Player_sorceress_attack_jiuweijiguang	Player_sorceress_attack_jiuweijiguang_ex		2	20	1000		魔导		1	九尾激光（冷却）
30252612	能量反射（冷却）	Player_sorceress_attack_nengliangfanshe	Player_sorceress_attack_nengliangfanshe_ex		2	20	1000		魔导		1	能量反射（冷却）
30252712	光雨（冷却）	Player_sorceress_attack_guangyu	Player_sorceress_attack_guangyu_ex		2	20	1000		魔导		1	光雨（冷却）
30253712	时间加速（冷却）	Player_sorceress_buff_shijianjiasu			2	20	1000		魔导		1	时间加速（冷却）
31150212	漫长熔浆（冷却）	Player_sorceress_attack_manchangrongjiang	Player_sorceress_attack_manchangrongjiang_ex	Player_sorceress_jx_manchangrongjiang_super	2	20	1000		火舞		1	漫长熔浆（冷却）
31150312	火球ex（冷却）	Player_sorceress_attack_huoqiu_ex			2	20	1000		火舞		1	火球ex（冷却）
31150512	地狱火海ex（冷却）	Player_sorceress_attack_diyuhuohai_ex			2	20	1000		火舞		1	地狱火海ex（冷却）
31150712	火墙ex（冷却）	Player_sorceress_attack_huoqiang_ex			2	20	1000		火舞		1	火墙ex（冷却）
31150812	火径ex（冷却）	Player_sorceress_attack_huojing_ex			2	20	1000		火舞		1	火径ex（冷却）
31150912	漫长熔浆ex（冷却）	Player_sorceress_attack_manchangrongjiang_ex			2	20	1000		火舞		1	漫长熔浆ex（冷却）
32151512	寒冰障碍（冷却）	Player_sorceress_buff_hanbingzhangai	Player_sorceress_buff_hanbingzhangai_ex		2	20	1000		冰灵		1	寒冰障碍（冷却）
32151212	冰柱喷射（冷却）	Player_sorceress_attack_bingzhupenshe			2	20	1000		冰灵		1	冰柱喷射（冷却）
32151312	冰刃ex（冷却）	Player_sorceress_attack_bingren_ex			2	20	1000		冰灵		1	冰刃ex（冷却）
32151412	霜冻ex（冷却）	Player_sorceress_attack_shuangdong_ex			2	20	1000		冰灵		1	霜冻ex（冷却）
32151612	冰刺ex（冷却）	Player_sorceress_attack_bingci_ex			2	20	1000		冰灵		1	冰刺ex（冷却）
32151712	冰雾ex（冷却）	Player_sorceress_attack_bingwu_ex			2	20	1000		冰灵		1	冰雾ex（冷却）
32151812	寒冰障碍ex（冷却）	Player_sorceress_buff_hanbingzhangai_ex			2	20	1000		冰灵		1	寒冰障碍ex（冷却）
32255212	重力开关（冷却）	Player_sorceress_attack_zhonglikaiguan	Player_sorceress_attack_zhonglikaiguan_ex		2	20	1000		黑暗女王		1	重力开关（冷却）
32255312	重力球ex（冷却）	Player_sorceress_attack_zhongliqiu_ex			2	20	1000		黑暗女王		1	重力球ex（冷却）
32255412	黑暗神殿ex（冷却）	Player_sorceress_attack_heianshendian_ex			2	20	1000		黑暗女王		1	黑暗神殿ex（冷却）
32255612	召唤黑洞ex（冷却）	Player_sorceress_attack_zhaohuanheidong_ex			2	20	1000		黑暗女王		1	召唤黑洞ex（冷却）
32255712	上升重力ex（冷却）	Player_sorceress_attack_shangshengzhongli_ex			2	20	1000		黑暗女王		1	上升重力ex（冷却）
32255812	重力开关ex（冷却）	Player_sorceress_attack_zhonglikaiguan_ex			2	20	1000		黑暗女王		1	重力开关ex（冷却）
31254112	激光破碎（冷却）	Player_sorceress_attack_jiguangposui	Player_sorceress_attack_jiguangposui_ex	Player_sorceress_jx_jiguangposui_super	2	20	1000		时空领主		1	激光破碎（冷却）
31254212	聚能激光ex（冷却）	Player_sorceress_attack_junengjiguang_ex			2	20	1000		时空领主		1	聚能激光ex（冷却）
31254412	九尾激光ex（冷却）	Player_sorceress_attack_jiuweijiguang_ex			2	20	1000		时空领主		1	九尾激光ex（冷却）
31254712	光雨ex（冷却）	Player_sorceress_attack_guangyu_ex			2	20	1000		时空领主		1	光雨ex（冷却）
31254812	激光破碎ex（冷却）	Player_sorceress_attack_jiguangposui_ex			2	20	1000		时空领主		1	激光破碎ex（冷却）
30067012	神圣之锤（冷却）	Player_cleric_attack_shenshengzhichui	Player_cleric_attack_shenshengzhichui_ex		2	20	1000		牧师		1	神圣之锤（冷却）
30067212	神圣连击（冷却）	Player_cleric_attack_shenshenglianji			2	20	1000		牧师		1	神圣连击（冷却）
30271712	天堂审判（冷却）	Player_cleric_attack_tiantangshenpan			2	20	1000		祭司		1	天堂审判（冷却）
30272512	奇迹之手（冷却）	Player_cleric_attack_qijizhishou			2	20	1000		祭司		1	奇迹之手（冷却）
30272112	雷电之手（冷却）	Player_cleric_attack_leidianzhishou	Player_cleric_attack_leidianzhishou_ex		2	20	1000		祭司		1	雷电之手（冷却）
30272212	治愈之手（冷却）	Player_cleric_attack_zhiyuzhishou	Player_cleric_attack_zhiyuzhishou_ex	Player_cleric_attack_zhiyuzhishou_ex_1|Player_cleric_attack_zhiyuzhishou_ex_2|Player_cleric_attack_zhiyuzhishou_ex_3|Player_cleric_attack_zhiyuzhishou_ex_4|Player_cleric_attack_zhiyuzhishou_ex_5|Player_cleric_attack_zhiyuzhishou_ex_6|Player_cleric_attack_zhiyuzhishou_ex_7|Player_cleric_attack_zhiyuzhishou_ex_8|Player_cleric_attack_zhiyuzhishou_ex_9|Player_cleric_attack_zhiyuzhishou_ex_10	2	20	1000		祭司		1	治愈之手（冷却）
30272312	掌握之手（冷却）	Player_cleric_attack_zhangwozhishou	Player_cleric_attack_zhangwozhishou_ex	Player_cleric_attack_zhangwozhishou_ex_1|Player_cleric_attack_zhangwozhishou_ex_2|Player_cleric_attack_zhangwozhishou_ex_3|Player_cleric_attack_zhangwozhishou_ex_4|Player_cleric_attack_zhangwozhishou_ex_5|Player_cleric_attack_zhangwozhishou_ex_6|Player_cleric_attack_zhangwozhishou_ex_7|Player_cleric_attack_zhangwozhishou_ex_8|Player_cleric_attack_zhangwozhishou_ex_9|Player_cleric_attack_zhangwozhishou_ex_10	2	20	1000		祭司		1	掌握之手（冷却）
30272412	痊愈之手（冷却）	Player_cleric_attack_quanyuzhishou	Player_cleric_attack_quanyuzhishou_ex	Player_cleric_attack_quanyuzhishou_ex_1|Player_cleric_attack_quanyuzhishou_ex_2|Player_cleric_attack_quanyuzhishou_ex_3|Player_cleric_attack_quanyuzhishou_ex_4|Player_cleric_attack_quanyuzhishou_ex_5|Player_cleric_attack_quanyuzhishou_ex_6|Player_cleric_attack_quanyuzhishou_ex_7|Player_cleric_attack_quanyuzhishou_ex_8|Player_cleric_attack_quanyuzhishou_ex_9|Player_cleric_attack_quanyuzhishou_ex_10	2	20	1000		祭司		1	痊愈之手（冷却）
30271812	电光箭（冷却）	Player_cleric_attack_dianguangjian	Player_cleric_attack_dianguangjian_ex		2	20	1000		祭司		1	电光箭（冷却）
30271912	闪电风暴（冷却）	Player_cleric_attack_shandianfengbao	Player_cleric_attack_shandianfengbao_ex		2	20	1000		祭司		1	闪电风暴（冷却）
30272012	雷暴（冷却）	Player_cleric_attack_leibao	Player_cleric_attack_leibao_ex		2	20	1000		祭司		1	雷暴（冷却）
30272812	精神爆破（冷却）	Player_cleric_attack_jingshenbaopo	Player_cleric_attack_jingshenbaopo_ex		2	20	1000		祭司		1	精神爆破（冷却）
30273012	神圣风暴（冷却）	Player_cleric_attack_shenshengfengbao			2	20	1000		祭司		1	神圣风暴（冷却）
30273112	保护之盾（冷却）	Player_cleric_buff_baohuzhidun			2	20	1000		祭司		1	保护之盾（冷却）
30273212	无情打击（冷却）	Player_cleric_buff_wuqingdaji			2	20	1000		祭司		1	无情打击（冷却）
30167712	雷神之锤（冷却）	Player_cleric_attack_leishenzhichui			2	20	1000		贤者		1	雷神之锤（冷却）
30169012	神圣化身（冷却）	Player_cleric_attack_shenshenghuashen			2	20	1000		贤者		1	神圣化身（冷却）
30167812	神圣十字（冷却）	Player_cleric_attack_shenshengshizi	Player_cleric_attack_shenshengshizi_ex		2	20	1000		贤者		1	神圣十字（冷却）
30167912	雷电冲击（冷却）	Player_cleric_attack_leidianchongji	Player_cleric_attack_leidianchongji_ex		2	20	1000		贤者		1	雷电冲击（冷却）
30168012	重击（冷却）	Player_cleric_attack_zhongji	Player_cleric_attack_zhongji_ex		2	20	1000		贤者		1	重击（冷却）
30168312	虔诚（冷却）	Player_cleric_attack_qiancheng	Player_cleric_attack_qiancheng_ex		2	20	1000		贤者		1	虔诚（冷却）
30168412	神圣惩戒（冷却）	Player_cleric_buff_shenshengchengjie	Player_cleric_buff_shenshengchengjie_ex		2	20	1000		贤者		1	神圣惩戒（冷却）
30168912	钢铁之轮（冷却）	Player_cleric_buff_gangtiezhilun			2	20	1000		贤者		1	钢铁之轮（冷却）
30169112	滑步旋落（冷却）	Player_cleric_attack_huabuxuanluo			2	20	1000		贤者		1	滑步旋落（冷却）
30169412	破甲（冷却）	Player_cleric_attack_pojia			2	20	1000		贤者		1	破甲（冷却）
30169512	盾冲（冷却）	Player_cleric_attack_dunchong			2	20	1000		贤者		1	盾冲（冷却）
30169612	判定光环（冷却）	Player_cleric_buff_pandingguanghuan			2	20	1000		贤者		1	判定光环（冷却）
31273712	神圣盾（冷却）	Player_cleric_attack_shenshengdun			2	20	1000		圣徒		1	神圣盾（冷却）
31273312	冲击之手（冷却）	Player_cleric_attack_chongjizhishou	Player_cleric_attack_chongjizhishou_ex		2	20	1000		圣徒		1	冲击之手（冷却）
31273412	雷电之手ex（冷却）	Player_cleric_attack_leidianzhishou_ex			2	20	1000		圣徒		1	雷电之手ex（冷却）
31273612	治愈之手ex（冷却）	Player_cleric_attack_zhiyuzhishou_ex			2	20	1000		圣徒		1	治愈之手ex（冷却）
31273912	掌握之手ex（冷却）	Player_cleric_attack_zhangwozhishou_ex			2	20	1000		圣徒		1	掌握之手ex（冷却）
31273812	痊愈之手ex（冷却）	Player_cleric_attack_quanyuzhishou_ex			2	20	1000		圣徒		1	痊愈之手ex（冷却）
31274112	冲击之手ex（冷却）	Player_cleric_attack_chongjizhishou_ex			2	20	1000		圣徒		1	冲击之手ex（冷却）
32274412	神圣大地（冷却）	Player_cleric_attack_shenshengdadi	Player_cleric_attack_shenshengdadi_ex		2	20	1000		雷神		1	神圣大地（冷却）
32274512	电光箭ex（冷却）	Player_cleric_attack_dianguangjian_ex			2	20	1000		雷神		1	电光箭ex（冷却）
32274812	闪电风暴ex（冷却）	Player_cleric_attack_shandianfengbao_ex			2	20	1000		雷神		1	闪电风暴ex（冷却）
32274912	雷暴ex（冷却）	Player_cleric_attack_leibao_ex			2	20	1000		雷神		1	雷暴ex（冷却）
32274612	精神爆破ex（冷却）	Player_cleric_attack_jingshenbaopo_ex			2	20	1000		雷神		1	精神爆破ex（冷却）
32275012	神圣大地ex（冷却）	Player_cleric_attack_shenshengdadi_ex			2	20	1000		雷神		1	神圣大地ex（冷却）
32171012	审判力量（冷却）	Player_cleric_buff_shenpanliliang			2	20	1000		十字军		1	审判力量（冷却）
32170712	审判锤（冷却）	Player_cleric_attack_shenpanchui	Player_cleric_attack_shenpanchui_ex		2	20	1000		十字军		1	审判锤（冷却）
32170812	神圣十字ex（冷却）	Player_cleric_attack_shenshengshizi_ex			2	20	1000		十字军		1	神圣十字ex（冷却）
32170912	神圣之锤ex（冷却）	Player_cleric_attack_shenshengzhichui_ex			2	20	1000		十字军		1	神圣之锤ex（冷却）
32171212	重击ex（冷却）	Player_cleric_attack_zhongji_ex			2	20	1000		十字军		1	重击ex（冷却）
32171112	雷电冲击ex（冷却）	Player_cleric_attack_leidianchongji_ex			2	20	1000		十字军		1	雷电冲击ex（冷却）
32171312	审判锤ex（冷却）	Player_cleric_attack_shenpanchui_ex			2	20	1000		十字军		1	审判锤ex（冷却）
31169812	护卫者姿势（冷却）	Player_cleric_attack_huweizhezishi			2	20	1000		圣骑士		1	护卫者姿势（冷却）
31170112	正义撞击（冷却）	Player_cleric_attack_zhengyizhuangji	Player_cleric_attack_zhengyizhuangji_ex		2	20	1000		圣骑士		1	正义撞击（冷却）
31170012	虔诚ex（冷却）	Player_cleric_attack_qiancheng_ex			2	20	1000		圣骑士		1	虔诚ex（冷却）
31170312	神圣惩戒ex（冷却）	Player_cleric_buff_shenshengchengjie_ex			2	20	1000		圣骑士		1	神圣惩戒ex（冷却）
31170412	正义撞击ex（冷却）	Player_cleric_attack_zhengyizhuangji_ex			2	20	1000		圣骑士		1	正义撞击ex（冷却）
30029412	踢射（冷却）	Player_archer_attack_tishe	Player_archer_attack_tishe_ex		2	20	1000		弓箭手		1	踢射（冷却）
30029512	多段射击（冷却）	Player_archer_attack_duoduansheji			2	20	1000		弓箭手		1	多段射击（冷却）
30233612	螺旋刀刃（冷却）	Player_archer_attack_luoxuandaoren			2	20	1000		游侠		1	螺旋刀刃（冷却）
30234412	迷幻新星（冷却）	Player_archer_attack_mihuanxinxing			2	20	1000		游侠		1	迷幻新星（冷却）
30234112	捆绑射击（冷却）	Player_archer_attack_kunbangsheji	Player_archer_attack_kunbangsheji_ex		2	20	1000		游侠		1	捆绑射击（冷却）
30234212	双飞腿（冷却）	Player_archer_attack_shuangfeitui	Player_archer_attack_shuangfeitui_ex		2	20	1000		游侠		1	双飞腿（冷却）
30234312	螺旋风暴（冷却）	Player_archer_attack_luoxuanfengbao	Player_archer_attack_luoxuanfengbao_ex	Player_archer_jx_luoxuanfengbao_super|Player_archer_jx_luoxuanfengbao_super_lie	2	20	1000		游侠		1	螺旋风暴（冷却）
30233712	螺旋踢（冷却）	Player_archer_attack_luoxuanti	Player_archer_attack_luoxuanti_ex		2	20	1000		游侠		1	螺旋踢（冷却）
30233812	鹰击长空（冷却）	Player_archer_attack_yingjichangkong	Player_archer_attack_yingjichangkong_ex		2	20	1000		游侠		1	鹰击长空（冷却）
30233912	爆裂踢（冷却）	Player_archer_attack_baolieti	Player_archer_attack_baolieti_ex		2	20	1000		游侠		1	爆裂踢（冷却）
30234012	旋风飞腿（冷却）	Player_archer_attack_xuanfengfeitui	Player_archer_attack_xuanfengfeitui_ex	Player_archer_jx_xuanfengfeitui_super	2	20	1000		游侠		1	旋风飞腿（冷却）
30234512	箭雨（冷却）	Player_archer_attack_jianyu			2	20	1000		游侠		1	箭雨（冷却）
30234812	精神爆发（冷却）	Player_archer_buff_jingshenbaofa			2	20	1000		游侠		1	精神爆发（冷却）
30231512	精神放逐（冷却）	Player_archer_buff_jingshenfangzhu1	Player_archer_buff_jingshenfangzhu		2	20	1000		游侠		1	精神放逐（冷却）
30130012	迅矢连射（冷却）	Player_archer_attack_xunshilianshe			2	20	1000		箭神		1	迅矢连射（冷却）
30130912	箭术革命（冷却）	Player_archer_attack_jianshugeming			2	20	1000		箭神		1	箭术革命（冷却）
30130112	聚能射击（冷却）	Player_archer_attack_junengsheji	Player_archer_attack_junengsheji_ex		2	20	1000		箭神		1	聚能射击（冷却）
30130212	飞空连射（冷却）	Player_archer_attack_feikonglianshe	Player_archer_attack_feikonglianshe_ex		2	20	1000		箭神		1	飞空连射（冷却）
30130312	包围（冷却）	Player_archer_attack_baowei	Player_archer_attack_baowei_ex		2	20	1000		箭神		1	包围（冷却）
30130412	箭雨风暴（冷却）	Player_archer_attack_jianyufengbao	Player_archer_attack_jianyufengbao_ex		2	20	1000		箭神		1	箭雨风暴（冷却）
30130512	集中射击（冷却）	Player_archer_attack_jizhongsheji	Player_archer_attack_jizhongsheji_ex		2	20	1000		箭神		1	集中射击（冷却）
30130612	迅捷箭（冷却）	Player_archer_attack_xunjiejian	Player_archer_attack_xunjiejian_ex		2	20	1000		箭神		1	迅捷箭（冷却）
30130712	追风箭（冷却）	Player_archer_attack_zhuifengjian	Player_archer_attack_shensusheji_ex		2	20	1000		箭神		1	追风箭（冷却）
30130812	追踪箭（冷却）	Player_archer_attack_zhuizongjian	Player_archer_attack_zhuizongjian_ex		2	20	1000		箭神		1	追踪箭（冷却）
30131212	瞄准（冷却）	Player_archer_attack_miaozhun			2	20	1000		箭神		1	瞄准（冷却）
30131412	精确瞄准（冷却）	Player_archer_buff_jingquemiaozhun			2	20	1000		箭神		1	精确瞄准（冷却）
30131512	精神放逐（冷却）	Player_archer_buff_jingshenfangzhu1	Player_archer_buff_jingshenfangzhu		2	20	1000		箭神		1	精神放逐（冷却）
31235412	飓风舞（冷却）	Player_archer_attack_jufengwu	Player_archer_attack_jufengwu_ex	Player_archer_jx_jufengwu_super|Player_archer_jx_jufengwu_super_lie	2	20	1000		影舞者		1	飓风舞（冷却）
31235212	踢射ex（冷却）	Player_archer_attack_tishe_ex			2	20	1000		影舞者		1	踢射ex（冷却）
31235312	捆绑射击ex（冷却）	Player_archer_attack_kunbangsheji_ex			2	20	1000		影舞者		1	捆绑射击ex（冷却）
31235512	双飞腿ex（冷却）	Player_archer_attack_shuangfeitui_ex			2	20	1000		影舞者		1	双飞腿ex（冷却）
31235612	螺旋风暴ex（冷却）	Player_archer_attack_luoxuanfengbao_ex			2	20	1000		影舞者		1	螺旋风暴ex（冷却）
31235712	飓风舞ex（冷却）	Player_archer_attack_jufengwu_ex			2	20	1000		影舞者		1	飓风舞ex（冷却）
32236312	演出时间（冷却）	Player_archer_buff_yanchushijian			2	0	1000		风行者		1	演出时间（冷却）
32236012	嗜血狂潮（冷却）	Player_archer_attack_shixuekuangchao	Player_archer_attack_shixuekuangchao_ex	Player_archer_jx_shixuekuangchao_super	2	20	1000		风行者		1	嗜血狂潮（冷却）
32236112	螺旋踢ex（冷却）	Player_archer_attack_luoxuanti_ex			2	20	1000		风行者		1	螺旋踢ex（冷却）
