ID	ItemID	ItemCount	IsBind	Count	Weight
1061	609	120	1	1	40
1062	65387	56	1	10	50
1063	65387	56	1	10	100
1064	65387	56	1	10	80
1065	65387	56	1	10	100
1066	65387	56	1	10	80
1067	65387	56	1	10	100
1068	612	1	1	25	50
1069	612	1	1	25	80
1070	612	1	1	25	80
1071	612	1	1	25	80
1072	612	1	1	25	80
1073	612	1	1	25	80
1074	612	1	1	25	100
1075	612	1	1	25	100
1076	612	1	1	25	100
1077	612	1	1	25	100
1078	66078	1	1	1	60
1079	63200	2	1	1	50
1080	841	50	1	1	60
1081	1089	160	1	1	40
1082	65387	64	1	10	50
1083	65387	64	1	10	100
1084	65387	64	1	10	100
1085	65387	64	1	10	100
1086	65387	64	1	10	100
1087	65387	64	1	10	100
1088	612	1	1	25	50
1089	612	1	1	25	80
1090	612	1	1	25	80
1091	612	1	1	25	80
1092	612	1	1	25	80
1093	612	1	1	25	80
1094	612	1	1	25	80
1095	612	1	1	25	100
1096	612	1	1	25	100
1097	612	1	1	25	100
1098	612	1	1	25	100
1099	65388	1200	1	100	90
1100	1277	50	1	100	100
1101	609	120	1	100	90
1102	1421	300	1	100	60
1103	65387	72	1	200	50
1104	65387	72	1	200	100
1105	65387	72	1	200	50
1106	65388	72	1	200	100
1107	65388	72	1	200	50
1108	65388	72	1	200	30
1109	612	2	1	400	50
1110	612	2	1	400	80
1111	612	2	1	400	80
1112	612	2	1	400	80
1113	612	2	1	400	80
1114	612	2	1	400	80
1115	612	2	1	400	80
1116	612	2	1	400	100
1117	612	2	1	400	100
1118	612	2	1	400	100
1119	612	2	1	400	100
1120	612	2	1	400	100
1121	9959	2	1	10	50
1122	9959	2	1	10	100
1123	9959	2	1	10	100
1124	9959	2	1	10	100
1125	9959	200	1	10	100
1126	9959	200	1	10	100
1127	9959	200	1	28	50
1128	9959	50	1	28	80
1129	9959	50	1	28	80
1130	9959	50	1	28	80
1131	9959	50	1	28	80
1132	9959	10	1	28	80
1133	9959	10	1	28	80
1134	9959	10	1	28	100
1135	9959	10	1	28	100
1136	9959	10	1	28	100
1137	9959	3	1	28	100
1138	9959	3	1	1	100
1139	9959	3	1	1	100
1140	9959	3	1	1	100
1141	9959	3	1	1	100
1142	9959	3	1	10	50
1143	9959	2	1	10	100
1144	9959	2	1	10	100
1145	9959	2	1	10	100
1146	9959	2	1	10	100
1147	9959	2	1	10	100
1148	9959	2	1	40	50
1149	9959	2	1	40	80
1150	9959	200	1	40	80
1151	9959	200	1	40	80
1152	9959	200	1	40	80
1153	9959	50	1	40	80
1154	9959	50	1	40	80
1155	9959	50	1	40	100
1156	9959	50	1	40	100
1157	9959	10	1	40	100
1158	9959	10	1	40	100
1159	9959	10	1	40	100
2000	66072	2	1	1	1
2001	9	100000	1	1	1
2002	1089	200	1	1	1
2003	1179	100	1	2	1
2004	3950	20	1	2	1
2005	3950	20	1	2	1
2006	3950	20	1	2	1
2007	3950	5	1	10	1
2008	3950	5	1	10	1
2009	3950	5	1	10	1
2010	3950	5	1	10	1
2011	3950	5	1	10	1
2012	3950	2	1	25	1
2013	3950	2	1	25	1
2014	3950	2	1	25	1
2015	3950	2	1	25	1
2016	3950	2	1	25	1
2017	3950	2	1	25	1
2018	3950	1	1	50	1
2019	3950	1	1	50	1
2020	3950	1	1	50	1
2021	3950	1	1	50	1
2022	3950	1	1	50	1
2023	3950	1	1	50	1
2024	3950	1	1	50	1
2025	66072	2	1	1	1
2026	9	100000	1	1	1
2027	1089	200	1	1	1
2028	1179	100	1	2	1
2029	3950	20	1	2	1
2030	3950	20	1	2	1
2031	3950	20	1	2	1
2032	3950	5	1	10	1
2033	3950	5	1	10	1
2034	3950	5	1	10	1
2035	3950	5	1	10	1
2036	3950	5	1	10	1
2037	3950	2	1	25	1
2038	3950	2	1	25	1
2039	3950	2	1	25	1
2040	3950	2	1	25	1
2041	3950	2	1	25	1
2042	3950	2	1	25	1
2043	3950	1	1	50	1
2044	3950	1	1	50	1
2045	3950	1	1	50	1
2046	3950	1	1	50	1
2047	3950	1	1	50	1
2048	3950	1	1	50	1
2049	3950	1	1	50	1
2050	9959	10	1	1	1
2051	9959	10	1	1	1
2052	9959	3	1	1	1
2053	9959	3	1	2	1
2054	9959	3	1	2	1
2055	9959	3	1	2	1
2056	9959	3	1	2	1
2057	9959	3	1	10	1
2058	9959	2	1	10	1
2059	9959	2	1	10	1
2060	9959	2	1	10	1
2061	9959	2	1	10	1
2062	9959	2	1	25	1
2063	9959	2	1	25	1
2064	9959	2	1	25	1
2065	9959	5	1	25	1
2066	9959	5	1	25	1
2067	9959	5	1	25	1
2068	9959	2	1	50	1
2069	9959	2	1	50	1
2070	9959	2	1	50	1
2071	9959	2	1	50	1
2072	9959	2	1	50	1
2073	9959	2	1	50	1
2074	9959	2	1	50	1
