IsOpen	OpenDay	BackServerOpenDay	TaskID	PromoteLevel	PlayerLevel	SystemID	SystemDescription	FatherID	SystemDescriptionEng	Reward	NewbieGuideID	OpenAnnounceLevel	Icon	AnnounceDesc	AnnounceIcon	Priority	TitanItems	NoRedPointLevel	InNotice	NoticeText	NoticeIcon	NoticeEffect	SeasonOpenDay
TRUE					5	46	运营活动	0	XSys_SystemActivity				ICON-XT-jchd1			0	9|7|1|6|14						
TRUE						47	等级封印	0															
TRUE					32	48	BossRush	0	XSys_BossRush			32	ICON-XT-br1	BossRush|角色达到32级后开启|面对轮番登场的boss，赢取纹章奖励！	BQ_31	0	7|1|6|14						
TRUE					17	49	大陆探险	0	XSys_SuperRisk			17		大陆探险|角色达到17级后开启|掷骰子走格子，图鉴宝箱等你来拿！	BQ_26	1			1	Hall/Word=HallWord_dltx	Hall/Hall=hall_icon_50	Effects/FX_Particle/Uifx/UI_ghhb_cd_03	
FALSE					30	50	龙之远征队	0	XSys_DragonCrusade			30	ICON-XT-br1	龙之远征|角色达到30级后开启|累积伤害，击败敌人，获取丰厚奖励！	BQ_45								
TRUE					1000	51	竞技场	0	XSys_Arena				ICON-XT-jjc1			0	7|21						
TRUE					12	52	日常玩法	0	XSys_Activity							0	9|7|1|6|14						
TRUE					10	53	竞技场列表	0	XSys_ArenaList				ICON-XT-jjc1			0	9|7|1|6|14						
TRUE					16	54	1:1天梯赛	0	XSys_Qualifying			16	ICON-XT-jjc1	1:1天梯赛|角色达到16级后开启|比拼操作爬天梯，获取丰厚奖励！	BQ_39	0	21						
TRUE					14	55	限时活动	0	XSys_MulActivity							0	9|7|1|6|14						
TRUE					14	56	观战	0	XSys_Spectate				ICON-XT-gz1			2							
TRUE					12	57	日常玩法-鸭子	0	XSys_DailyAcitivity							0	9|7|1|6|14						
TRUE					16	58	pvp活动	0	XSys_PVPAcitivity							0	9|7|1|6|14						
TRUE			0		0	61	购买钻石	0	XSys_Money							0	9|7|1|6|14						
TRUE			0		0	62	购买金币	0	XSys_Coin							0	9|7|1|6|14						
TRUE			0		0	63	购买体力	0	XSys_Power							0	9|7|1|6|14						
TRUE					10	65	商城	0	XSys_GameMall			0	ICON-XT-br1	商城			9|7|14						
TRUE			100		0	70	查看信息	0	XSys_OtherPlayerInfo							0	9|7|1|6|14						
TRUE			0		0	71	聊天	0	XSys_Chat							0	7						
TRUE					10	72	好友	0	XSys_Friends							0	9|7|1|6|14						
TRUE					10	76	切磋	0											1	Hall/Word=HallWord_qc	Hall/Hall=hall_icon_63		
TRUE			100		0	73	走马灯	0	XSys_Maquee							0	9|7|1|6|14						
TRUE					0	77	3G流量免费	0	XSys_3GFree							0	9|7|1|6|14						
TRUE					10	80	企鹅电竞	0	XSys_Broadcast							0	9|7|1|6|14						
TRUE					0	81	公会大厅	0	XSys_Guild_Hall							0	9|7|1|6|14						
TRUE					0	82	狂欢营地	0	XSys_Guild_Casino							0	9|7|1|6|14						
TRUE					10	83	福利大厅	0	XSys_Guild_Reward							0	9|7|1|6|14						
TRUE					0	84	公会副本	0	XSys_Guild_Dungeon							0	9|7|1|6|14						
TRUE					25	85	公会boss	0	XSys_Guild_Dragon							0	9|7|1|6|14						
TRUE					0	87	公会红包	0	XSys_GuildRedPacket														
TRUE					20	86	公会擂台战	0	XSys_Guild_Pvp							0	9|7|1|6|14						
TRUE					25	88	矿脉争夺战	0	XSys_GuildMine							0							
TRUE					20	89	公会跨服战	0	XSys_Guild_Pvp				hall_icon_83			0	9|7|1|6|14		1	Hall/Word=HallWord_kfghz	Hall/Hall2=hall_icon_83		
TRUE					12	90	组队	0	XSys_Team							0	7|1|6						
TRUE			100		0	91	搞基谷	0					ICON-XT-jy1			0	9|7|1|6|14						
TRUE			0		0	92	管家	0	XSys_GayValleyManager							0	9|7|1|6|14						
TRUE					7	93	登录奖励	0	XSys_SevenActivity							0							
TRUE					18	94	头衔晋升	0	XSys_Title														
TRUE						96	潘多拉	0	Xsys_Pandora								610|611						
TRUE						97	个人生涯	0															
TRUE					20	98	军衔系统	0	XSys_MilitaryRank														
TRUE					3	105	定向礼包	0	XSys_TimeLimitGift				hall_icon_87						1	Hall/Word=HallWord_xsth	Hall/Hall2=hall_icon_87		
TRUE					30	106	商城-RMB	0	XSys_RMBShopcity														
TRUE			0		0	110	关卡-主线	0	XSys_Level_Normal							0	9|7|1|6|14						
FALSE					1000	111	组队深渊	0	XSys_Level_Elite			12	ICON-XT-jyfb1	组队深渊|角色达到12级后开启|组队挑战深渊副本，获取大量经验！	BQ_1	0	9|7|1|6|14						
TRUE					14	112	关卡-扫荡	0	XSys_Level_Swap							0	9|7|1|6|14						
TRUE			0		50	113	关卡-红龙剧情	0	XSys_Level_RedDragon							0	9|7|1|6|14						
TRUE					1000	119	装备改造	0	XSys_Item_Reform							0	9|7|1|6|14						
TRUE					5	120	装备替换	0	XSys_Item_Equip	16375=1		5	ICON-XT-zb1	装备|角色达到5级后开启|获取并穿戴装备，提升战斗力！	BQ_2	0	9|7|1|6|14						
TRUE					13	121	装备强化	0	XSys_Item_Enhance	93=40			ICON-XT-zbjj1	装备强化|角色达到17级后开启|强化装备，越高强化，越高威力！	BQ_37	0	9|7|1|6|14	18|16					
TRUE					30	122	龙玉镶嵌	0	XSys_Item_Jade	1000401=1				龙玉开启|角色达到30级后开启|将龙玉镶嵌到装备上，获得战力提升！	BQ_37	0	9|7|1|6|14						
TRUE			100		2000	123	装备精通	0	XSys_Item_Reinforce				ICON-XT-zbqh1	装备精通|角色达到11级后开启|利用精通，发挥装备百分百的力量！	BQ_19	0	9|7|1|6|14						
TRUE					20	124	装备洗炼	0	XSys_Item_Smelting				ICON-XT-zbqh1	装备洗练|角色达到30级后开启|利用多余装备洗练出最强属性！	BQ_19	0	9|7|1|6|14						
TRUE					20	381	装备熔铸	0	XSys_EquipFusion				ICON-XT-zbjj1	装备熔铸|角色达到20级后开启|熔铸装备，提升基础属性，突破还能增加属性条目	BQ_37	0	9|7|1|6|14						
TRUE					32	126	纹章洗炼	0	XSys_Emblem_Smelting				ICON-XT-zbqh1	纹章洗练|角色达到24级后开启|利用多余纹章洗练出最强属性！	BQ_19	0	9|7|1|6|14						
TRUE					2	130	技能-升级	0	XSys_Skill_Levelup							0	9|7|1|6|14						
TRUE					15	131	转职	0	XSys_Skill_Promote			15	ICON-XT-zz1	转职技能|角色达到15级后开启|不同的转职学习对应的强力技能！	BQ_3	0	9|7|1|6|14						
TRUE			0		0	140	人物-属性	0	XSys_Char_Attr							0	9|7|1|6|14						
TRUE					32	141	纹章装备	0	XSys_Char_Emblem	1321004=1				纹章开启|角色达到32级后开启|装备对应纹章配置，提升战力！		0	9|7|1|6|14						
TRUE					9	160	时装	0	XSys_Fashion_Fashion							0	9|7|1|6|14						
TRUE					9	161	衣柜	0	XSys_Fashion_OutLook							0	9|7|1|6|14						
TRUE					9	165	套装激活	0	XSys_Storage_Equip							0	9|7|1|6|14						
TRUE					9	162	时装合成(Lua)	0															
TRUE						171	双人坐骑	0											1	Hall/Word=HallWord_yqqc	Hall/Hall=hall_icon_62		
TRUE					13	180	分解	0	XSys_Recycle_Equip							0	9|7|1|6|14						
TRUE					1000	181	龙玉回收	0	XSys_Recycle_Jade							0	9|7|1|6|14						
TRUE			0		0	190	背包-包裹	0								0	1|7|14|4904						
TRUE			0		0	200	T台投票	0	XSys_TShow_Vote								9|7|1|6|14						
TRUE			0		0	201	T台排行	0	XSys_TShow_Main								9|7|1|6|14						
TRUE					32	220	全民PK赛	0	XSys_CustomBattle								9|7|4200						
TRUE						221	赏金比赛	0	XSys_CustomBattle_BountyMode								9|7|4200						
TRUE						222	自定义比赛	0	XSys_CustomBattle_CustomMode								9|7						
TRUE			100		0	260	阵营大厅	0	XSys_Camp_CampHall							0	9|7|1|6|14						
TRUE			0		10000	261	人事大厅	0	XSys_Camp_MemberHall							0	9|7|1|6|14						
TRUE			0		0	290	称号激活	0	XSys_Design_Designation							0	9|7|1|6|14						
TRUE			0		0	291	成就	0	XSys_Design_Achieve							0	9|7|1|6|14						
TRUE					10	320	神秘商店	0	XSys_Mall_MystShop							0	9|7|1|6|14						
TRUE					9	321	普通商店	0	XSys_Mall_Mall							0	9|7|1|6|14						
TRUE					8	322	时装商店	0	XSys_Mall_Fasion							0	9|7|1|6|14						
TRUE					16	323	荣誉商店	0	XSys_Mall_Honer							0	21|23|1184						
TRUE					14	324	公会商店	0	XSys_Mall_Guild							0	22|1599						
TRUE					7	325	精灵商店（旧铭文技能商店）	0	XSys_Mall_Tear							0	4050|8549						
TRUE					1000	347	伴侣商店	0	XSys_Mall_Tear							0	587						
TRUE					0	358	外显商店	0	XSys_PrerogativeShop							0	3520|3020|3526						
TRUE					1	326	图鉴Ⅰ商店	0	XSys_Mall_Card1							0							
TRUE					1	327	图鉴Ⅱ商店	0	XSys_Mall_Card2							0							
TRUE					1	328	图鉴Ⅲ商店	0	XSys_Mall_Card3							0							
TRUE					1	329	图鉴Ⅳ商店	0	XSys_Mall_Card4							0							
TRUE					27	330	冒险商店	0	XSys_Mall_32A								64559						
TRUE					33	331	40A装兑换	0	XSys_Mall_40A								5852|5853						
TRUE					41	332	50A装兑换	0	XSys_Mall_50A								180						
TRUE					130	333	传说商店（原注灵商店）	0	XSys_Mall_60A								845|1186|1358						
TRUE					1	335	新服幸运商店	0	XSys_LevelElite_Shop1								3721						
TRUE					1	336	新服免单商店	0	XSys_LevelElite_Shop2								1310						
TRUE					41	337	高级深渊商店	0	XSys_LevelElite_Shop3								65359|65360						
TRUE					1	338	终级深渊商店	0	XSys_LevelElite_Shop4								9440						
TRUE					15	348	回归商店	0								0	593						
TRUE					12	349	小变强	0	XSys_Strong_Brief							-1	9|7|1|6|14						
TRUE					2	346	分享相机	0	XSys_Photo							0	9|7|1|6|14						
TRUE			100		0	350	成就	0	XSys_Reward_Achivement							0	9|7|1|6|14						
TRUE					14	351	活跃度	0	XSys_Reward_Activity							0	9|7|1|6|14						
TRUE					200	352	系统奖励	0	XSys_Reward_System							0	9|7|1|6|14						
TRUE					10	353	签到奖励	0	XSys_Reward_Login							0	9|7|1|6|14						
TRUE					40	355	龙本奖励	0	XSys_Reward_Dragon							0	9|7|1|6|14						
TRUE					35	360	龙魂禁地	0	XSys_AbyssParty	4101=2					BQ_17	0	9|7|1|6|14						
TRUE			0		0	410	战斗力排行	0	XSys_Rank_PPT							0	9|7|1|6|14						
TRUE			0		0	411	等级排行	0	XSys_Rank_Level							0	9|7|1|6|14						
TRUE			0		0	412	公会排行	0								0	9|7|1|6|14						
TRUE			0		0	413	时装排行	0								0	9|7|1|6|14						
TRUE					1000	427	魅力榜活动	0	XSys_Flower_Rank_Activity														
TRUE					32	450	装备套装制作	0	XSys_EquipCreate_EquipSet							0	9|7|1						
TRUE					32	451	纹章制作	0	XSys_EquipCreate_EmblemSet							0	9|7|1						
TRUE					1	471	师徒	0											1	Hall/Word=HallWord_st	Hall/Hall=hall_icon_64		
TRUE					140	514	怨龙起源	0	XSys_DragonNest_TopRune														
FALSE					120	516	魔化巢穴	0	XSys_Activity_Nest				ICON-XT-cx1	巢穴战斗|角色达到120级后开启|组队挑战巢穴，赢得海量经验，丰厚奖励！	BQ_29	0	9|7|1|6|14						
TRUE		32=0|40=0|50=0|60=0|70=0			20	520	巢穴	0	XSys_Activity_Nest			20	ICON-XT-cx1	巢穴战斗|角色达到20级后开启|组队挑战巢穴，赢得海量经验，丰厚奖励！	BQ_29	0	9|7|1|14|9040						
TRUE			100		0	521	废弃小妖精	0	XSys_Activity_SmallMonster				ICON-XT-xyj1	不展开下面|展开以后上面那句|展开以后下面那句很长很长		0	9|7|1|6|14						
TRUE					10000	522	BossRush（旧）	0	XSys_Activity_BossRush				ICON-XT-br1		BQ_27	0	9|7|1|6|14						
TRUE			100		0	523	时装副本	0	XSys_Activity_Fashion							0	9|7|1|6|14						
TRUE	1	32=0|40=0|50=0|60=0|70=0			20	524	世界Boss	0	XSys_Activity_WorldBoss				ICON-XT-sjb1	不展开下面|展开以后上面那句|展开以后下面那句很长很长		0	9|7|1|6|14		1	Hall/Word=HallWord_sjboss	Hall/Hall=hall_icon_41	Effects/FX_Particle/Uifx/UI_ghhb_cd_03	
FALSE					30	525	龙之远征队	0	XSys_Activity_ExpeditionFrame			30	ICON-XT-yzd1	龙之远征|角色达到30级后开启|水磨石穿，挑战超强BOSS，赢取丰富奖励！	BQ_27	0	9|7|1|6|14						
FALSE					1000	515	魔化龙本	0	XSys_Activity_RemoteNest				ICON-XT-cx1	挑战魔化巨龙|角色达到120级后开启|组队挑战终极龙本，赢取顶级奖励！	BQ_40	0	9|7|1|6|14						
FALSE					1000	518	远古红龙	0	XSys_DragonNest_Red				ICON-XT-cx1	挑战巨龙|角色达到120级后开启|组队挑战远古龙本，赢取顶级奖励！	BQ_40	0	9|7|1|6|14						
TRUE					120	519	噩梦庭院	0	XSys_NightmareYard					无双割韭菜			1300|5860						
TRUE					100	526	龙穴	0	XSys_Activity_DragonNest			100	ICON-XT-cx1	挑战巨龙|角色达到100级后开启|组队挑战终极龙本，赢取顶级奖励！	BQ_40	0	9|7|1|6|14						
TRUE					19	527	黑暗神殿（废弃）	0	XSys_Activity_TeamTower				ICON-XT-fbhd1		BQ_38	0	9|7|1						
TRUE					19	530	黑暗神殿	0	XSys_Activity_TeamTowerSingle			19	ICON-XT-fbhd1	黑暗神殿|角色达到19级后开启|组队挑战，越高层数越多金币和强化材料！	BQ_38	0	9|7|1						
TRUE					33	528	保护队长	0	XSys_Activity_CaptainPVP			28		4V4保护队长|角色达到28级后开启|组队PK，消灭敌方队长，赢得胜利！	BQ_32				1	Hall/Word=HallWord_bhdz	Hall/Hall=hall_icon_61		
TRUE					35	529	女神的试炼	0	XSys_Activity_GoddessTrial			35		女神试炼|角色达到35级后开启|组队随机副本，赢取女神之泪！	BQ_33	1	9|7|1|6|14						
TRUE					1000	540	无尽深渊	0	XSys_EndlessAbyss			1000		无尽深渊|角色达到31级后开启|组队随机深渊，赢取A级装备！	BQ_1								
TRUE					15	551	多人语音	0	XSys_MulActivity_MulVoiceQA														
TRUE					14	553	全民赛马	0	XSys_MulActivity_Race										1	Hall/Word=HallWord_qmsm	Hall/Hall=hall_icon_65		
TRUE					10	560	福利	0	XSys_Welfare								9|7|1|6|14						
TRUE					200	561	福利周卡月卡	0	XSys_Welfare_DiamondCard														
TRUE					16	562	福利礼包	0	XSys_Welfare_GiftBag														
TRUE					15	563	明星基金	0	XSys_Welfare_StarFund														
TRUE					10	564	见面礼	0	XSys_Welfare_FirstRechange														
TRUE					15	565	奖励找回	0	XSyS_Welfare_RewardBack														
TRUE					1	566	摇钱树	0	XSys_Welfare_MoneyTree														
TRUE					14	600	精彩活动	0	Xys_OperatingActivity								9|7|1|6|14						
TRUE					20	601	首通奖励	0	XSys_FirstPass														
TRUE					14	603	公会加成	0	XSys_GHJC														
TRUE					1000	604	公会角逐	0	XSys_GuildRank														
TRUE					10	650	商城_钻石	0	XSys_GameMall_Diamond			0	ICON-XT-br1	商城									
TRUE					10	651	商城_龙币	0	XSys_GameMall_Dragon			0	ICON-XT-br1	商城									
TRUE					1	652	商城_充值	0	XSys_GameMall_Pay			0	ICON-XT-br1	商城									
TRUE					10	653	商城_钻石_限购	0	XSys_GameMall_Dweek			0	ICON-XT-br1	商城									
TRUE					10	654	商城_钻石_消耗品	0	XSys_GameMall_DCost			0	ICON-XT-br1	商城									
TRUE					10	655	商城_钻石_龙玉	0	XSys_GameMall_DLongyu			0	ICON-XT-br1	商城									
TRUE					10	656	商城_钻石_时装	0	XSys_GameMall_DFashion			0	ICON-XT-br1	商城									
TRUE					10	657	商城_钻石_坐骑	0	XSys_GameMall_DRide														
TRUE					10	658	商城_钻石_礼包	0	XSys_GameMall_DGift														
TRUE					10	666	商城_钻石_装备	0	Xsys_GameMall_Dequip			0	ICON-XT-br1	商城									
TRUE					10	659	商城_钻石_VIP	0	XSys_GameMall_DVip														
TRUE					10	660	商城_龙币_限购	0	XSys_GameMall_GWeek			0	ICON-XT-br1	商城									
TRUE					10	661	商城_龙币_消耗品	0	XSys_GameMall_GCost			0	ICON-XT-br1	商城									
TRUE					10	662	商城_龙币_龙玉	0	XSys_GameMall_GLongyu			0	ICON-XT-br1	商城									
TRUE					10	663	商城_龙币_坐骑	0	XSys_GameMall_GRide			0	ICON-XT-br1	商城									
TRUE					10	665	商城_龙币_装备	0	XSys_GameMall_Gequip			0	ICON-XT-br1	商城									
TRUE					10	664	商城_龙币_礼包	0	XSys_GameMall_GGift			0	ICON-XT-br1	商城									
TRUE					10	667	商城_水晶	0	XSys_GameMall_CRYSTAL			0	ICON-XT-br1	商城									
TRUE					10	675	商城_水晶_限购	0	XSys_GameMall_CWeek			0	ICON-XT-br1	商城									
TRUE					10	676	商城_水晶_消耗品	0	XSys_GameMall_CCost			0	ICON-XT-br1	商城									
TRUE					10	677	商城_水晶_龙玉	0	XSys_GameMall_CLongyu			0	ICON-XT-br1	商城									
TRUE					10	678	商城_水晶_时装	0	XSys_GameMall_CFashion			0	ICON-XT-br1	商城									
TRUE					10	679	商城_水晶_装备	0	XSys_GameMall_CEquip					商城									
TRUE					10	680	商城_水晶_礼包	0	XSys_GameMall_CGift					商城									
TRUE					14	812	公会技能	0								0	9|7|1|6|14						
TRUE					14	820	小丑扑克	0								0	9|7|1|6|14						
TRUE					1000	900	扑克之王	0	XSys_JockerKing										1	Hall/Word=HallWord_pkzw	Hall/Hall=hall_icon_68		
TRUE					14	821	公会语音	0	XSys_GuildRelax_VoiceQA							0	9|7|1|6|14		1	Hall/Word=HallWord_dtz|Hall/Word=HallWord_xywd|Hall/Word=HallWord_qmpd|Hall/Word=HallWord_ghpd	Hall/Hall=hall_icon_37|Hall/Hall=hall_icon_37|Hall/Hall=hall_icon_37|Hall/Hall=hall_icon_37	Effects/FX_Particle/Uifx/UI_ghhb_cd_03	
TRUE					15	822	公会扑克赛	0	XSys_GuildRelax_JokerMatch										1	Hall/Word=HallWord_pkds	Hall/Hall=hall_icon_53	Effects/FX_Particle/Uifx/UI_ghhb_cd_03	
TRUE					14	830	公会红包	0	XSys_GuildBoon_RedPacket										1	Hall/Word=HallWord_hb	Hall/Hall=hall_icon_26		
TRUE					14	834	公会定点红包	0	XSys_GuildBoon_FixedRedPacket							0	9|7|1|6|14						
TRUE					14	831	公会商店	0	XSys_GuildBoon_Shop														
TRUE					14	833	公会工资	0	XSys_GuildBoon_Salay														
TRUE					24	840	公会大冒险	0	XSys_Guild_SmallMonster														
TRUE					1000	850	公会挑战	0	XSys_GuildChallenge							0	9|7|1|6|14						
TRUE					0	855	世界Boss结束排行	0	XSys_WorldBoss_EndRank														
TRUE		32=4|40=4|50=4|60=4|70=4			15	890	公会传承	0	XSys_GuildInherit										1	Hall/Word=HallWord_yqcc	Hall/Hall=hall_icon_25		
TRUE			0		0	901	队伍列表	0	XSys_Team_TeamList								9|7|6						
TRUE			0		0	902	我的队伍	0	XSys_Team_MyTeam							0	9|7|6						
TRUE			0		0	910	T台	0	XSys_GayValley_Fashion							0	9|7|1|6|14						
TRUE			0		0	911	钓鱼	0	XSys_GayValley_Fishing							0	9|7|1|6|14						
TRUE			0		2	926	照相	0	XSys_Photo							0	9|7|1|6|14						
TRUE					7	930	精灵系统	0	XSys_SpriteSystem	3210=1|600=10						0	609|603|604|9|7|1						
TRUE					7	931	精灵装备	0	XSys_SpriteSystem_Main								609|603|604|9|7|1						
TRUE					10	932	精灵召唤	0	XSys_SpriteSystem_Lottery			7		精灵|角色达到7级后开启|战斗伙伴精灵，培养增强战斗力！	BQ_8		609|603|604|605|606						
TRUE					7	933	精灵上阵	0	XSys_SpriteSystem_Fight														
TRUE					10	934	精灵分解	0	XSys_SpriteSystem_Resolve														
TRUE					0	935	精灵详情	0	XSys_SpriteSystem_Detail														
TRUE					10	936	精灵商店	0	XSys_SpriteSystem_Shop								605|606|9|7|1						
TRUE					120	937	精灵打造	0	XSys_SpriteSystem_EquipMade								1301|15|9|7|1						
TRUE					120	938	精灵装备	0	XSys_SpriteSystem_EquipBag 								609|603|604|9|7|1						
TRUE					18	941	头衔展示	0	XSys_Title_Share														
TRUE					0	942	链接分享	0	XSys_Link_Share							5							
TRUE					15	615	跳舞1	0	XSys_Dance1														
TRUE					20	616	跳舞2	0	XSys_Dance2														
TRUE					25	617	跳舞3	0	XSys_Dance3														
TRUE					10	618	飞吻	0	XSys_Dance4														
TRUE					10	619	打招呼	0	XSys_Dance5														
TRUE					15	620	坐下	0	XSys_Dance6														
TRUE					20	621	兔斯基舞蹈1	0	XSys_Dance7														
TRUE					20	622	兔斯基舞蹈2	0	XSys_Dance8														
TRUE					20	623	兔斯基舞蹈3	0	XSys_Dance9														
TRUE					200	100	充值	0	XSys_Recharge														
TRUE					200	101	VIP	0	XSys_VIP														
TRUE					1000	860	公会天梯赛	0	XSys_GuildQualifier										1	Hall/Word=HallWord_ghtt	Hall/Hall=hall_icon_52		
TRUE					32	552	天空竞技场	0	XSys_MulActivity_SkyArena				ICON-XT-jjc1	公会天梯赛	BQ_39	0	9|7|1|6|14		1	Hall/Word=HallWord_tkjjc	Hall/Hall=hall_icon_51		
TRUE					32	555	天空竞技场结束	0	XSys_MulActivity_SkyArenaEnd				ICON-XT-jjc1	公会天梯赛	BQ_39	0	9|7|1|6|14		1	Hall/Word=HallWord_tkjjc	Hall/Hall=hall_icon_51		
TRUE					1000	67	嘉年华	0	XSys_Carnival				ICON-XT-jjc1	天空竞技场XSys_MulActivity_SkyArena	BQ_13	0							
TRUE					1000	606	解封狂欢	0	XSys_CrushingSeal				ICON-XT-br1										
TRUE					33	150	家园	0	XSys_Home	5009=5|5010=5|5511=3|5502=1|5500=10|5209=3|5210=3			ICON-XT-br1										
TRUE					33	155	作物收获	0	XSys_Home_MyHome				ICON-XT-br1										
TRUE					33	156	家园好友	0	XSys_Home_HomeFriends				ICON-XT-br1										
TRUE					33	151	烹饪	0	XSys_Home_Cooking				ICON-XT-br1										
TRUE					33	154	宴会	0	XSys_Home_Feast				ICON-XT-br1										
FALSE					33	157	家园提醒（赛季版）	0	XSys_Home_Remind				ICON-XT-br1						1	Hall/Word=HallWord_jytx	Hall/Hall_1=hall_icon_119		
TRUE					20	568	贵族特权	0	XSys_Welfare_KingdomPrivilege_Court														
TRUE					20	569	冒险家特权	0	XSys_Welfare_KingdomPrivilege_Adventurer														
TRUE					20	570	商会特权	0	XSys_Welfare_KingdomPrivilege_Commerce														
TRUE					14	605	魅力达人	0	XSys_Flower_Activity														
TRUE					16	886	跑环任务	0	XSys_GuildDailyTask				HallWord_sxts							Hall/Word=HallWord_qqsx	Hall/Hall=hall_icon_81		
TRUE					0	887	捐赠	0	XSys_GuildDonate														
TRUE					0	810	公会签到	0	XSys_GameMall_Ggift			0	ICON-XT-br1	商城									
TRUE		32=1|40=1|50=1|60=1|70=1			130	607	竞技巢穴	0	XSys_WEEK_NEST														
TRUE					20	339	师徒商店	0	XSys_Mall_Mentorship								29						
TRUE					20	75	师徒系统	0	XSys_Mentorship														
TRUE					32	970	公会领地	0	XSys_GuildTerritory								9|7|1|6|14						
FALSE					1000	700	战友系统	0	XSys_Partner														
FALSE					1000	340	战友商店	0	XSys_Mall_Partner							0	11						
TRUE					39	956	英雄战场	0	XSys_HeroBattle	67=50			ICON-XT-jjc1	英雄战场	BQ_39	0	67|68		1	Hall/Word=HallWord_yxzc	Hall/Hall=hall_icon_69		
TRUE					33	127	附魔系统	0	XSys_Item_Enchant														
TRUE					0	962	问卷	0	XSys_Questionnaire														
TRUE					20	128	锻造	0	XSys_Item_Forge														
TRUE					40	961	变更职业	0	XSys_ProfessionChange														
