Type	ID	Slot	Profession	ItemId	ItemName	ItemOverlap	IsPrecious	ConsumeItem	PayLimit	LevelShow	Benefit	Price	LevelCondition	PowerpointCondition	WeekCountCondition	DailyCountCondition	CountCondition	VIPCondition	ArenaCondition	PKCondition	GuildLevel	SeasonUnlockDay	ServerFirstConquer	SelfFirstConquer	IsNotBind	CookLevel	ShopItemType	ShopItemCategory	RedPoint
3	312	12=1	0	4965001	纹章	1	0	3965=3000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	300	13=1	0	4965002	纹章	1	0	3965=3000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	314	14=1	0	4965003	纹章	1	0	3965=3000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	315	15=1	0	4965004	纹章	1	0	3965=3000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	316	16=1	0	4965011	纹章	1	0	3965=3000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	317	17=1	0	4965021	纹章	1	0	3965=3000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	318	18=1	0	11266	世界杯冠军纹身	1	0	3965=5000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	319	19=1	0	11716	兔子尾巴（永久）	1	0	3965=5000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	320	20=1	0	11294	闪闪发光红色翅膀（永久）	1	0	3965=5000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	321	22=1	0	14662	卢比纳特帽子（永久）|卢比纳特帽子（永久）|卢比纳特帽子（永久）|卢比纳特帽子（永久）|卢比纳特帽子（永久）|卢比纳特帽子（永久）|卢比纳特帽子（永久）	1	0	3965=10000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	322	23=1	0	14663	卢比纳特上装（永久）|卢比纳特上装（永久）|卢比纳特上装（永久）|卢比纳特上装（永久）|卢比纳特上装（永久）|卢比纳特上装（永久）|卢比纳特上装（永久）	1	0	3965=10000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	323	24=1	0	14664	卢比纳特下装（永久）|卢比纳特下装（永久）|卢比纳特下装（永久）|卢比纳特下装（永久）|卢比纳特下装（永久）|卢比纳特下装（永久）|卢比纳特下装（永久）	1	0	3965=10000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	324	25=1	0	14665	卢比纳特手套（永久）|卢比纳特手套（永久）|卢比纳特手套（永久）|卢比纳特手套（永久）|卢比纳特手套（永久）|卢比纳特手套（永久）|卢比纳特手套（永久）	1	0	3965=10000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	325	26=1	0	14666	卢比纳特鞋子（永久）|卢比纳特鞋子（永久）|卢比纳特鞋子（永久）|卢比纳特鞋子（永久）|卢比纳特鞋子（永久）|卢比纳特鞋子（永久）|卢比纳特鞋子（永久）	1	0	3965=10000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	326	27=1	0	14667	卢比纳特长剑（永久）|卢比纳特长弓（永久）|卢比纳特法杖（永久）|卢比纳特权杖（永久）|卢比纳特加农炮（永久）|卢比纳特短剑（永久）|卢比纳特扇子（永久）	1	0	3965=10000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	327	28=1	0	14668	卢比纳特护手（永久）|	1	0	3965=10000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	328	29=1	0	5848	菊花茶10%	1	0	3965=5000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	329	30=1	0	5816	沙参汁15%	1	0	3965=15000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	330	31=1	0	5817	烤红薯20%	1	0	3965=30000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	331	32=1	0	194610	淬炼护符（废弃）	1	0	3965=20000		1=200	0=0		1	0	0	0	0	0	0	0	0						41	0	0
3	332	33=1	0	9525	思念随风拥抱你勋章(大)	1	0	3965=10000		1=200	0=0		1	0	0	0	0	0	0	0	0						42	0	0
3	333	34=1	0	63020	但愿人长久勋章	1	0	3965=10000		1=200	0=0		1	0	0	0	0	0	0	0	0						42	0	0
3	334	35=1	0	63016	千里共婵娟勋章	1	0	3965=10000		1=200	0=0		1	0	0	0	0	0	0	0	0						42	0	0
3	335	36=1	0	1523	飞马	1	0	3965=20000		1=200	0=0		1	0	0	0	0	0	0	0	0						42	0	0
3	336	37=1	0	1027	大师精髓	1	0	3965=10		1=200	0=0		1	0	0	0	0	0	0	0	0						42	0	0
3	337	38=1	0	609	精灵药水	1	0	3965=5		1=200	0=0		1	0	0	0	0	0	0	0	0						42	0	0
3	338	39=1	0	1600	龙之精魄	1	0	3965=1		1=200	0=0		1	0	0	0	0	0	0	0	0						42	0	0
3	339	40=1	0	3950	星光闪耀	1	0	3965=5		1=200	0=0		1	0	0	0	0	0	0	0	0						42	0	0
3	340	41=1	0	4764	L精灵自选包	1	0	3965=500		1=200	0=0		1	0	0	0	0	0	0	0	0						42	0	0
3	341	42=1	0	4118	附魔石	1	0	3965=20		1=200	0=0		1	0	0	0	0	0	0	0	0						42	0	0
3	342	43=1	0	4121	附魔石	1	0	3965=20		1=200	0=0		1	0	0	0	0	0	0	0	0						42	0	0
3	343	44=1	0	1089	洗练石	1	0	3965=5		1=200	0=0		1	0	0	0	0	0	0	0	0						42	0	0
4	396	100=1	0	63601	超级龙魂激活包	1	0	1599=4		1=200	0=0		1	0	0	10	0	0	0	0	0						34	0	0
4	397	1=1	0	9700	龙魂激活包	1	0	22=400		1=200	0=0		1	0	30	0	0	0	0	0	0						35	0	0
4	398	2=1	0	1292	装备普通属性改造石	1	0	22=8000		200=200	0=0		1	0	0	1	0	0	0	0	0						35	0	0
4	399	3=1	0	6200	羁绊之心-兽人郭	1	0	22=400		200=200	0=0		1	0	0	1	0	0	0	0	0						35	0	0
4	400	4=1	0	1291	伙伴食物	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	401	5=1	0	1187	符文龙装备洗炼石	1	0	22=1200		140=200			1	0	0	6	0	0	0	0	0						35	0	0
4	402	6=1	0	1279	重铸精华	1	0	22=200		140=200			1	0	0	5	0	0	0	0	0						35	0	0
4	403	7=1	0	1024	魔化精髓	1	0	22=800		1=200			1	0	0	10	0	0	0	0	0						35	0	0
4	404	8=1	0	239	锻造石	1	0	22=1600		1=200	0=0		1	0	0	2	0	0	0	0	0						35	0	0
4	405	9=1	0	238	精炼石	1	0	22=1600		1=200	0=0		1	0	0	2	0	0	0	0	0						35	0	0
4	406	10=1	0	1183	高级装备洗炼石	1	0	22=600		120=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	407	11=1	0	1182	中级装备洗炼石	1	0	22=200		1=150	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	408	12=1	0	900	复活石	1	0	22=400		1=200	2=50		1	0	0	10	0	0	0	0	0						35	0	0
4	409	13=1	0	301	战斗勋章	1	0	22=7500		1=200	0=0		1	0	0	1	0	0	0	0	0						35	0	0
4	410	14=1	0	5851	公会鱼饵	1	0	22=100		1=200	0=0		1	0	0	30	0	0	0	0	0						35	0	0
4	411	15=1	0	93	绿玛瑙	1	0	22=200		1=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	412	16=1	0	62	绿色晶体	1	0	22=800		1=200	0=0		1	0	0	2	0	0	0	0	0						35	0	0
4	413	17=1	0	94	蓝玛瑙	1	0	22=600		10=200	0=0		32	0	0	5	0	0	0	0	0						35	0	0
4	414	18=1	0	63	蓝色晶体	1	0	22=2400		30=200	0=0		40	0	0	2	0	0	0	0	0						35	0	0
4	415	19=1	0	95	橙玛瑙	1	0	22=1800		30=200	0=0		40	0	0	2	0	0	0	0	0						35	0	0
4	416	20=1	0	64	橙色晶体	1	0	22=7200		40=200	0=0		50	0	0	2	0	0	0	0	0						35	0	0
4	417	21=1	0	96	紫玛瑙	1	0	22=5400		30=200	0=0		40	0	0	2	0	0	0	0	0						35	0	0
4	418	22=1	0	65	紫色晶体	1	0	22=17200		80=200	0=0		80	0	0	1	0	0	0	0	0						35	0	0
4	419	23=1	0	97	红玛瑙	1	0	22=16200		30=200	0=0		40	0	0	2	0	0	0	0	0						35	0	0
4	420	24=1	0	66	红色晶体	1	0	22=51600		120=200	0=0		120	0	0	1	0	0	0	0	0						35	0	0
4	421	25=1	0	6202	羁绊之心-兽人金	1	0	22=400		200=200	0=0		1	0	0	1	0	0	0	0	0						35	0	0
4	422	26=1	0	1182	中级装备洗炼石	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	423	27=1	0	1182	中级装备洗炼石	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	424	28=1	0	1182	中级装备洗炼石	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	425	29=1	0	1182	中级装备洗炼石	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	426	30=1	0	1182	中级装备洗炼石	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	427	31=1	0	1182	中级装备洗炼石	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	428	32=1	0	1182	中级装备洗炼石	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	429	33=1	0	1182	中级装备洗炼石	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	430	34=1	0	1182	中级装备洗炼石	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	431	35=1	0	1182	中级装备洗炼石	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	432	36=1	0	1182	中级装备洗炼石	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	433	37=1	0	1182	中级装备洗炼石	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	434	38=1	0	1182	中级装备洗炼石	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	435	39=1	0	1182	中级装备洗炼石	1	0	22=200		200=200	0=0		1	0	0	10	0	0	0	0	0						35	0	0
4	450	50=1	0	9700	龙魂激活包	1	0	1599=4		1=200	0=0		1	0	0	10	0	0	0	0	0						34	0	0
4	451	51=1	0	9700	龙魂激活包	1	0	1599=12		1=200	0=0		1	0	0	0	0	0	0	0	0						34	0	0
4	452	52=1	0	1600	龙之精魄	1	0	1599=4		1=200	0=0		1	0	50	0	0	0	0	0	0						34	0	0
4	453	53=1	0	1027	大师精髓	1	0	1599=20		1=200	0=0		1	0	10	0	0	0	0	0	0						34	0	0
4	454	54=1	0	1024	魔化精髓	1	0	1599=4		1=200	0=0		1	0	40	0	0	0	0	0	0						34	0	0
4	455	55=1	0	1053	注灵水	1	0	1599=4		1=200	0=0		1	0	40	0	0	0	0	0	0						34	0	0
4	456	56=1	0	1279	重铸精华	1	0	1599=2		1=200	0=0		1	0	20	0	0	0	0	0	0						34	0	0
4	457	57=1	0	4150	符文龙高级攻击附魔石	1	0	1599=20		1=200	0=0		1	0	6	0	0	0	0	0	0						34	0	0
4	458	58=1	0	4153	符文龙高级防御附魔石	1	0	1599=20		1=200	0=0		1	0	6	0	0	0	0	0	0						34	0	0
4	459	59=1	0	4154	符文龙大师攻击附魔石	1	0	1599=60		200=200	0=0		1	0	3	0	0	0	0	0	0						34	0	0
4	460	60=1	0	4155	符文龙大师防御附魔石	1	0	1599=60		200=200	0=0		1	0	3	0	0	0	0	0	0						34	0	0
4	461	61=1	0	2520	金币宝箱	1	0	1599=2		1=200	0=0		1	0	0	0	0	0	0	0	0						34	0	0
5	499	101=1	0	63602	精灵升星药水包	1	0	4050=1		1=200	0=0		1	0	3	0	0	0	0	0	0						19	0	
5	500	100=1	0	63603	精灵觉醒药水包	1	0	4050=1		1=200	0=0		1	0	3	0	0	0	0	0	0						19	0	
5	501	1=1	0	4061	幸运的蓝鸟精华	1	0	4050=3		1=200	0=0		1	0	0	0	0	0	0	0	0						19	0	0
5	502	2=1	0	4062	雅致的天鹅精华	1	0	4050=3		1=200	0=0		1	0	0	0	0	0	0	0	0						19	0	0
5	503	3=1	0	4063	极限贝思柯德精华	1	0	4050=3		1=200	0=0		1	0	0	0	0	0	0	0	0						19	0	0
5	504	4=1	0	4064	极限阿尔杰塔精华	1	0	4050=3		1=200	0=0		1	0	0	0	0	0	0	0	0						19	0	0
5	505	5=1	0	4065	极限杰兰特精华	1	0	4050=3		1=200	0=0		1	0	0	0	0	0	0	0	0						19	0	0
5	506	6=1	0	4066	极限阿依夏精华	1	0	4050=3		1=200	0=0		1	0	0	0	0	0	0	0	0						19	0	0
5	507	7=1	0	4067	极限小喵仙精华	1	0	4050=3		200=200	0=0		1	0	0	0	0	0	0	0	0						19	0	0
5	508	8=1	0	4068	极限梦幻新月精华	1	0	4050=3		200=200	0=0		1	0	0	0	0	0	0	0	0						19	0	0
5	509	9=1	0	4069	天喔巫小檬精华	1	0	4050=3		1=200	0=0		1	0	0	0	0	0	0	0	0						19	0	0
5	510	10=1	0	4070	人鱼公主精华	1	0	4050=3		1=200	0=0		1	0	0	0	0	0	0	0	0						19	0	0
5	538	45=1	0	3514	圣洁小天使	1	0	8549=1500		1=200	0=0		1	0	10	0	0	0	0	0	0						20	0	0
5	539	44=1	0	3513	超越独角兽	1	0	8549=1500		1=200	0=0		1	0	10	0	0	0	0	0	0						20	0	0
5	540	43=1	0	3512	超越卢比纳特	1	0	8549=1500		1=200	0=0		1	0	10	0	0	0	0	0	0						20	0	0
5	541	42=1	0	3506	超越艾奥纳	1	0	8549=1500		1=200	0=0		1	0	10	0	0	0	0	0	0						20	0	0
5	542	41=1	0	3514	圣洁小天使	1	0	8549=1500		200=200	0=0		1	0	1	0	0	0	0	0	0						20	0	0
5	543	38=1	0	3513	超越独角兽	1	0	8549=2000		200=200	0=0		1	0	0	0	20	0	0	0	0						20	0	0
5	544	39=1	0	3512	超越卢比纳特	1	0	8549=1500		200=200	0=0		1	0	0	0	20	0	0	0	0						20	0	0
5	545	40=1	0	3506	超越艾奥纳	1	0	8549=1500		200=200	0=0		1	0	0	0	20	0	0	0	0						20	0	0
5	546	31=1	0	3513	超越独角兽	1	0	8549=1500		200=200	0=0		1	0	1	0	0	0	0	0	0						20	0	0
5	547	32=1	0	3513	超越独角兽	1	0	8549=2000		200=200	0=0		1	0	0	0	20	0	0	0	0						20	0	0
5	548	33=1	0	3512	超越卢比纳特	1	0	8549=1500		200=200	0=0		1	0	0	0	20	0	0	0	0						20	0	0
5	549	34=1	0	3506	超越艾奥纳	1	0	8549=1500		200=200	0=0		1	0	0	0	20	0	0	0	0						20	0	0
5	550	11=1	0	3512	超越卢比纳特	1	0	8549=1500		200=200	0=0		1	0	0	0	6	0	0	0	0						20	0	0
5	551	12=1	0	3506	超越艾奥纳	1	0	8549=1500		200=200	0=0		1	0	0	0	6	0	0	0	0						20	0	0
5	552	13=1	0	3501	幸运的蓝鸟	1	0	8549=240		200=200	0=0		1	0	0	0	10	0	0	0	0						20	0	0
5	553	14=1	0	3502	雅致的天鹅	1	0	8549=240		200=200	0=0		1	0	0	0	10	0	0	0	0						20	0	0
5	554	15=1	0	3503	极限贝思柯德	1	0	8549=240		200=200	0=0		1	0	0	0	10	0	0	0	0						20	0	0
5	555	16=1	0	3504	极限阿尔杰塔	1	0	8549=240		200=200	0=0		1	0	0	0	10	0	0	0	0						20	0	0
5	556	17=1	0	3505	极限杰兰特	1	0	8549=240		200=200	0=0		1	0	0	0	10	0	0	0	0						20	0	0
5	557	18=1	0	3507	极限阿依夏	1	0	8549=240		200=200	0=0		1	0	0	0	10	0	0	0	0						20	0	0
5	558	19=1	0	604	精灵觉醒药水	1	0	8549=1		200=200	0=0		1	0	0	0	5000	0	0	0	0						20	0	0
5	559	20=1	0	603	精灵升星药水	1	0	8549=1		200=200	0=0		1	0	0	0	5000	0	0	0	0						20	0	0
5	560	21=1	0	3513	超越独角兽	1	0	8549=2000		200=200	0=0		1	0	0	0	6	0	0	0	0						20	0	0
5	561	22=1	0	3512	超越卢比纳特	1	0	8549=1500		200=200	0=0		1	0	0	0	6	0	0	0	0						20	0	0
5	562	23=1	0	3506	超越艾奥纳	1	0	8549=1500		200=200	0=0		1	0	0	0	6	0	0	0	0						20	0	0
5	563	24=1	0	3501	幸运的蓝鸟	1	0	8549=240		1=200	0=0		1	0	0	0	10	0	0	0	0						20	0	0
5	564	25=1	0	3502	雅致的天鹅	1	0	8549=240		1=200	0=0		1	0	0	0	10	0	0	0	0						20	0	0
5	565	26=1	0	3503	极限贝思柯德	1	0	8549=240		1=200	0=0		1	0	0	0	10	0	0	0	0						20	0	0
5	566	27=1	0	3504	极限阿尔杰塔	1	0	8549=240		1=200	0=0		1	0	0	0	10	0	0	0	0						20	0	0
5	567	28=1	0	3505	极限杰兰特	1	0	8549=240		1=200	0=0		1	0	0	0	10	0	0	0	0						20	0	0
5	568	29=1	0	3507	极限阿依夏	1	0	8549=240		1=200	0=0		1	0	0	0	10	0	0	0	0						20	0	0
5	569	30=1	0	604	精灵觉醒药水	1	0	8549=1		200=200	0=0		1	0	0	0	5000	0	0	0	0						20	0	0
5	570	31=1	0	603	精灵升星药水	1	0	8549=1		200=200	0=0		1	0	0	0	5000	0	0	0	0						20	0	0
5	571	35=1	0	604	精灵觉醒药水	1	0	8549=1		1=200	0=0		1	0	0	0	5000	0	0	0	0						20	0	0
5	572	36=1	0	603	精灵升星药水	1	0	8549=1		1=200	0=0		1	0	0	0	5000	0	0	0	0						20	0	0
5	573	37=1	0	609	纯净的精灵升星药水	1	0	8549=10		1=200	0=0		1	0	30	0	0	0	0	0	0						20	0	
10	1010	10=1	0	1097	铭文券	1	0	64432=2		200=200	0=0		1	0	0	0	50	0	0	0	0						0	0	0
10	1011	11=1	0	8700	情义扭蛋券	1	0	64432=4		200=200	0=0		1	0	0	0	30	0	0	0	0						0	0	0
10	1012	12=1	0	1012803	3级暗抗龙玉	1	0	64432=25		200=200	0=0		1	0	0	0	10	0	0	0	0						0	0	0
10	1013	13=1	0	1012203	3级火抗龙玉	1	0	64432=25		200=200	0=0		1	0	0	0	10	0	0	0	0						0	0	0
10	1014	14=1	0	1099903	3级元素攻龙玉	1	0	64432=30		200=200	0=0		1	0	0	0	10	0	0	0	0						0	0	0
10	1015	15=1	0	8704	A佣兵兑换币	1	0	64432=1		200=200	0=0		1	0	0	0	100	0	0	0	0						0	0	0
10	1016	16=1	0	8706	A伙伴兑换币	1	0	64432=1		200=200	0=0		1	0	0	0	100	0	0	0	0						0	0	0
10	1017	17=1	0	604	精灵觉醒药水	1	0	64432=2		200=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1018	18=1	0	603	精灵升星药水	1	0	64432=6		200=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1019	19=1	0	1024	魔化精髓	1	0	64432=4		200=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1020	20=1	0	1291	伙伴食物	1	0	64432=1		200=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1021	21=1	0	1053	注灵水	1	0	64432=1		200=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1022	22=1	0	2521	金币惊喜宝箱	1	0	64432=1		200=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1023	23=1	0	1097	铭文券	1	0	65262=2		200=200	0=0		1	0	0	0	50	0	0	0	0						0	0	0
10	1024	24=1	0	8700	情义扭蛋券	1	0	65262=4		200=200	0=0		1	0	0	0	30	0	0	0	0						0	0	0
10	1025	25=1	0	1012803	3级暗抗龙玉	1	0	65262=25		200=200	0=0		1	0	0	0	10	0	0	0	0						0	0	0
10	1026	26=1	0	1012203	3级火抗龙玉	1	0	65262=25		200=200	0=0		1	0	0	0	10	0	0	0	0						0	0	0
10	1027	27=1	0	1099903	3级元素攻龙玉	1	0	65262=30		200=200	0=0		1	0	0	0	10	0	0	0	0						0	0	0
10	1028	28=1	0	8704	A佣兵兑换币	1	0	65262=1		200=200	0=0		1	0	0	0	100	0	0	0	0						0	0	0
10	1029	29=1	0	8706	A伙伴兑换币	1	0	65262=1		200=200	0=0		1	0	0	0	100	0	0	0	0						0	0	0
10	1030	30=1	0	604	精灵觉醒药水	1	0	65262=2		200=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1031	31=1	0	603	精灵升星药水	1	0	65262=6		200=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1032	32=1	0	1024	魔化精髓	1	0	65262=4		200=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1033	33=1	0	1291	伙伴食物	1	0	65262=1		200=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1034	34=1	0	1053	注灵水	1	0	65262=1		200=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1035	35=1	0	2521	金币惊喜宝箱	1	0	65262=1		200=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1036	36=1	0	1097	铭文券	1	0	64559=2		1=200	0=0		1	0	0	0	50	0	0	0	0						0	0	0
10	1037	37=1	0	8700	情义扭蛋券	1	0	64559=4		1=200	0=0		1	0	0	0	30	0	0	0	0						0	0	0
10	1038	38=1	0	1012803	3级暗抗龙玉	1	0	64559=25		1=200	0=0		1	0	0	0	10	0	0	0	0						0	0	0
10	1039	39=1	0	1012203	3级火抗龙玉	1	0	64559=25		1=200	0=0		1	0	0	0	10	0	0	0	0						0	0	0
10	1040	40=1	0	1099903	3级元素攻龙玉	1	0	64559=30		1=200	0=0		1	0	0	0	10	0	0	0	0						0	0	0
10	1041	41=1	0	8704	A佣兵兑换币	1	0	64559=1		1=200	0=0		1	0	0	0	100	0	0	0	0						0	0	0
10	1042	42=1	0	8706	A伙伴兑换币	1	0	64559=1		1=200	0=0		1	0	0	0	100	0	0	0	0						0	0	0
10	1043	43=1	0	604	精灵觉醒药水	1	0	64559=2		1=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1044	44=1	0	603	精灵升星药水	1	0	64559=6		1=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1045	45=1	0	1024	魔化精髓	1	0	64559=4		1=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1046	46=1	0	1291	伙伴食物	1	0	64559=1		1=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1047	47=1	0	1053	注灵水	1	0	64559=1		1=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
10	1048	48=1	0	2521	金币惊喜宝箱	1	0	64559=1		1=200	0=0		1	0	0	0	0	0	0	0	0						0	0	0
11	1080	1=1	0	10630	糖果童话帽子(7天)|糖果童话帽子(7天)|糖果童话帽子(7天)|糖果童话帽子(7天)|糖果童话帽子(7天)|糖果童话帽子(7天)|糖果童话帽子(7天)	1	0	5852=1		1=200	0=0		1	0	0	0	1	0	0	0	0						21	0	0
11	1081	2=1	0	10631	糖果童话上装(7天)|糖果童话上装(7天)|糖果童话上装(7天)|糖果童话上装(7天)|糖果童话上装(7天)|糖果童话上装(7天)|糖果童话上装(7天)	1	0	5852=1		1=200	0=0		1	0	0	0	1	0	0	0	0						21	0	0
11	1082	3=1	0	10632	糖果童话下装(7天)|糖果童话下装(7天)|糖果童话下装(7天)|糖果童话下装(7天)|糖果童话下装(7天)|糖果童话下装(7天)|糖果童话下装(7天)	1	0	5852=1		1=200	0=0		1	0	0	0	1	0	0	0	0						21	0	0
11	1083	4=1	0	10633	糖果童话手套(7天)|糖果童话手套(7天)|糖果童话手套(7天)|糖果童话手套(7天)|糖果童话手套(7天)|糖果童话手套(7天)|糖果童话手套(7天)	1	0	5852=1		1=200	0=0		1	0	0	0	1	0	0	0	0						21	0	0
11	1084	5=1	0	10634	糖果童话鞋子(7天)|糖果童话鞋子(7天)|糖果童话鞋子(7天)|糖果童话鞋子(7天)|糖果童话鞋子(7天)|糖果童话鞋子(7天)|糖果童话鞋子(7天)	1	0	5852=1		1=200	0=0		1	0	0	0	1	0	0	0	0						21	0	0
11	1085	6=1	0	10635	糖果童话长剑(7天)|糖果童话长弓(7天)|糖果童话法杖(7天)|糖果童话权杖(7天)|糖果童话加农炮(7天)|糖果童话短剑(7天)|糖果童话扇子(7天)	1	0	5852=2		1=200	0=0		1	0	0	0	1	0	0	0	0						21	0	0
11	1086	7=1	0	10636	糖果童话护手(7天)|糖果童话箭袋(7天)|糖果童话魔法书(7天)|糖果童话盾牌(7天)|糖果童话穿线环(7天)|糖果童话曲柄杖(7天)|糖果童话护身符（7天)	1	0	5852=1		1=200	0=0		1	0	0	0	1	0	0	0	0						21	0	0
