unityscene	name	position	rotation	scale
DN_Lv1_1_2	S_fire_01	101.22|-2.531|-11.13	270|0|0	1|1|1
DN_Lv1_1_2	S_fire_01	96.517|-1.922|65.473	270|0|0	1|1|1
DN_Lv1_1_3	S_fire_01	-7.513|-6.489|4.738	270|0|0	1|1|1
DN_Lv1_1_3	S_fire_01	36.34|-1|52.45	270|0|0	1|1|1
DN_Lv1_1_3	S_fire_01	101.22|-2.531|-11.13	270|0|0	1|1|1
DN_Lv1_1_3	S_fire_01	96.517|-1.922|65.473	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	14.39566|1.328318|14.92865	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	15.8444|1.328318|32.14423	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	8.104618|1.328318|32.14423	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	8.104618|1.328318|50.35865	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	15.8444|1.328318|50.35865	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	15.8444|1.328318|68.54491	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	8.109|1.33|68.44	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	8.104618|1.328318|77.53847	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	25.21|1.328|81.371	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	37.587|1.328|85.708	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	45.487|1.328|81.188	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	45.287|1.328|64.207	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	24.96779|1.328318|64.36134	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	69|2.85|96	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	88.4|3.08|96	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	102.2|2.94|82.2	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	102|2.89|62.7	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	88.3|2.87|48.9	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	68.8|2.87|49	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	-0.1329308|1.328318|11.50241	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	-7.888|1.33|11.43	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	-6.390831|1.328318|19.59165	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	-0.13|1.33|-2.05	270|0|0	1|1|1
DN_Lv1_1_4	S_fire_02	-7.89|1.33|-2.04	270|0|0	1|1|1
DN_Lv1_1_5	fuwen_glow_01	-4.77|14.449|50.83	0|0|0	1|1|1
DN_Lv1_1_5	fuwen_glow_01	-16.92|14.441|50.83	0|0|0	1|1|1
DN_Lv1_1_5	fuwen_glow_02	-16.236|14.438|51.6	0|0|6.50419	1|1|1
DN_Lv1_1_5	fuwen_glow_02	-5.426|14.44|51.564	0|0|359.8221	1|1|1
DN_Lv1_1_5	S_fire_03	-24.64532|6.31267|-0.01106262	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	2.240669|6.31267|-0.1380615	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	5.050003|15.374|24.264	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	-14.62|6.31|-7.159996	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	-27.27615|15.4968|55.9263	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	4.813843|15.4468|56.18629	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	-6.826157|16.1498|10.9863	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	-14.98215|16.1458|10.9613	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	-76.75|4.62|-42.73	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	-58.063|2.641|-13.591	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	-59.25|2.66|-44.92	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	-64.06|2.524|-13.59	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	-68.539|2.641|-25.666	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	-53.05|2.59|-26.1	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	-71.346|4.62|-47.73	270|0|0	1|1|1
DN_Lv1_1_5	S_fire_03	-7.129997|6.31|-7.269997	270|0|0	1|1|1
DN_Lv1_1_6	zdcj_1-1glow	182.98|8.7|135.97	40.6676|92.27444|0.4131789	17.3545|6.590588|6.590588
DN_Lv1_1_6	zdcj_1-1glow	47.56|13.94|29.3	23.96089|77.01051|327.8737	10.95963|10.25496|10.25496
DN_Lv1_1_6	zdcj_1-1glow	75.8|15.11|28.22	38.12317|71.60128|323.2917	19.86754|10.25496|10.25496
DN_Lv1_1_6	zdcj_1-1glow	74.19|14.45|28.87	324.856|339.0572|314.1955	19.86755|10.25496|10.25496
DN_Lv1_1_6	zdcj_1-1glow	137.06|29.49|97.24	346.8867|41.37629|327.06	39.63958|20.46062|20.46062
DN_Lv1_1_6	zdcj_1-1glow	135.71|30.43|98.57	334.0629|245.378|40.45338	39.63958|20.46062|20.46062
DN_Lv1_1_6	zdcj_1-1glow	158.63|15.8|98.64	330.178|281.4054|200.6375	11.60751|11.76336|9.860504
DN_Lv1_1_6	S_fire_blue 1	22.917|10.574|29.705	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_blue 1	22.92|13.064|64.219	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_blue 1	30.6|13.06|64.22	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_blue 1	30.6|10.754|106.75	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_blue 1	22.863|10.754|106.75	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_blue 1	24.031|10.75|123.748	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_blue 1	31.771|10.75|123.748	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_blue 1	47.852|8.103|25.92	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_03	61.123|8.171|40.088	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_03	60.915|8.158|19.676	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_03	70.13|8.16|19.68	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_03	70.363|8.16|40.036	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_03	84|8.16|34.022	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_03	84.013|8.16|26.259	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_03	90.384|8.16|24.387	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_03	61.633|10.489|56.8688	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_03	69.38|10.49|56.87	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_03	65.167|13.074|81.936	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_03	51.248|13.07|81.94	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_03	51.3|13.07|74.159	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_03	41.962|13.07|74.16	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_03	41.968|13.07|81.94	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	36.736|11.031|81.601	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	36.74|11.03|73.381	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	30.72|11.03|69.06	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	22.53|11.03|69.06	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	22.34|11.03|86.83	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	30.83|11.03|86.83	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	145.746|11|44.086	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	155.316|11.351|43.358	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	162.795|10.949|30.585	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	163.225|11.136|38.246	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	133.95|6.245|95.703	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	134.06|6.245|103.03	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	110.42|6.245|104.05	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	110.42|6.245|96.26	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	118.7|6.245|87.47	270|0|0	1|1|1
DN_Lv1_1_6	S_fire_02	125.35|6.245|87.47	270|0|0	1|1|1
DN_Lv1_1_7	S_fire_01	150.75|3.941|37.181	270|0|0	1|1|1
DN_Lv1_1_7	S_fire_01	50.491|19.435|63.058	270|0|0	1|1|1
DN_Lv1_1_7	S_fire_01	80.98|19.412|74.743	270|0|0	1|1|1
DN_Lv1_1_7	S_fire_01	33.688|19.358|39.518	270|0|0	1|1|1
DN_Lv1_1_8	S_fire_01	157.868|15.508|55.767	270|0|0	1|1|1
DN_Lv1_1_8	S_fire_01	135.828|15.592|21.898	270|0|0	1|1|1
DN_Lv1_1_8	S_fire_01	84.17|15.85|32.13	270|0|0	1|1|1
DN_Lv1_1_8	S_fire_01	32.961|15.919|23.075	270|0|0	1|1|1
DN_Lv1_1_8	S_fire_01	98.185|17.086|175.369	270|0|0	1|1|1
DN_LV2_2_1	S_fire_02	2.966522|7.160561|-29.28302	270|0|0	1|1|1
DN_LV2_2_1	S_fire_02	23.564|8.497|-24.185	270|0|0	1|1|1
DN_LV2_2_1	S_fire_02	7.363144|7.160562|-18.0389	270|0|0	1|1|1
DN_LV2_2_1	S_fire_01	29.85886|6.56286|3.887039	270|0|0	1|1|1
DN_LV2_2_1	S_fire_01	5.654884|6.267246|-22.69339	270|0|0	1|1|1
DN_LV2_2_2	S_fire_03	186.716|3.56|70.876	270|356.318|0	1|1|1
DN_LV2_2_2	S_fire_03	165.61|3.57|66.23	270|269.4754|0	1|1|1
DN_LV2_2_2	S_fire_03	193.849|3.57|61.431	270|43.1152|0	1|1|1
DN_LV2_2_2	S_fire_03	191.754|3.57|49.402	270|88.64416|0	1|1|1
DN_LV2_2_2	S_fire_03	163.52|3.57|54.88	270|229.8903|0	1|1|1
DN_LV2_2_3	S_fire_03	26.63398|0.8544164|6.058104	298.8786|198.5908|96.29173	1.378284|1.378284|1.378284
DN_LV2_2_3	S_fire_03	2.729288|2.325522|20.09677	270|0|0	1|1|1
DN_LV2_2_3	S_fire_03	-3.952944|2.06225|16.45397	270|0|0	1|1|1
DN_LV2_2_3	S_fire_03	26.5153|0.862596|-2.974298	289.9323|14.98267|90	1.433716|1.433716|1.433716
DN_LV2_2_4	S_fire_03	48.83263|29.50072|20.49986	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	60.69504|29.15578|7.988159	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	67.81198|29.44201|14.09043	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	75.1232|29.62476|19.77403	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	71.99|29.912|30.426	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	63.36885|29.78597|35.82756	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	52.39088|29.634|29.68264	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	93.58607|29.27037|27.36136	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	110.0705|23.56919|79.09135	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	102.7463|23.56763|83.73979	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	-19.39067|38.48568|74.53375	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	23.501|33.131|78.517	274.9406|270|90.00002	1|1|1
DN_LV2_2_4	S_fire_03	23.54356|25.84179|34.61868	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	14.59636|25.94503|39.57228	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	0.4138298|21.56514|15.08603	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	-9.300274|22.47091|-43.90551	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	-15.08895|22.57814|-41.77332	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	29.00812|28.68198|-15.28427	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	25.0897|28.40837|-11.37847	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	25.81028|28.83422|-2.882744	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	41.09731|28.65335|-11.43033	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	50.84787|28.59417|-7.493347	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	33.78401|28.59601|4.833824	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	17.342|26.5|-21.898	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	53.22189|28.90062|8.403305	270|0|0	1|1|1
DN_LV2_2_4	S_fire_03	48.20189|29.11962|11.4793	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	48.83263|29.50072|20.49986	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	60.69504|29.15578|7.988159	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	67.81198|29.44201|14.09043	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	75.1232|29.62476|19.77403	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	71.99|29.912|30.426	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	63.36885|29.78597|35.82756	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	52.39088|29.634|29.68264	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	93.58607|29.27037|27.36136	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	110.0705|23.56919|79.09135	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	102.7463|23.56763|83.73979	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	-19.39067|38.48568|74.53375	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	23.501|33.131|78.517	274.9406|270|90.00002	1|1|1
DN_LV2_2_5	S_fire_03	23.54356|25.84179|34.61868	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	14.59636|25.94503|39.57228	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	0.4138298|21.56514|15.08603	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	-9.300274|22.47091|-43.90551	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	-15.08895|22.57814|-41.77332	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	29.00812|28.68198|-15.28427	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	25.0897|28.40837|-11.37847	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	25.81028|28.83422|-2.882744	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	41.09731|28.65335|-11.43033	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	50.84787|28.59417|-7.493347	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	33.78401|28.59601|4.833824	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	17.342|26.5|-21.898	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	53.22189|28.90062|8.403305	270|0|0	1|1|1
DN_LV2_2_5	S_fire_03	48.20189|29.11962|11.4793	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-47.15391|-0.6235828|38.04147	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-39.76686|-0.6235828|38.05692	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-61.3368|-5.49511|12.68333	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-25.72694|-5.774|14.56573	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-39.02655|-6.13232|-10.54546	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-47.45412|-6.09914|-10.58508	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-52.05|-7.07|-34.86	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-33.507|-7.09|-35.957	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-38.53|-7.09|-47.3	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-39.58|-7.09|-28.23	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-45.47|-7.09|-48.24	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-33.397|-7.09|-40.944	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-86.29|-16.371|12.956	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-99.23|-16.648|22.685	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-88.06|-16.468|42.5	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-82.979|-16.602|35.471	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-78.57191|-14.79828|46.99053	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-70.03679|-13.28948|68.96986	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-42.93256|-11.75919|66.93926	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-48.9556|-11.40528|79.89147	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-27.16377|-11.00972|63.16796	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-18.28192|-10.91081|68.51046	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-15.22974|-10.92526|80.92605	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-27.13919|-11.20467|90.07336	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-39.88205|-5.817812|31.22488	270|0|0	1|1|1
DN_LV2_2_6	S_fire_03	-47.44019|-5.817812|31.24008	270|0|0	1|1|1
DN_LV2_2_8	S_fire_03	22.45|0.14|14.04	270|0|0	1|1|1
DN_LV2_2_8	S_fire_02	37.04216|-0.9979858|-61.11425	270|0|0	1|1|1
DN_LV2_2_8	S_fire_03	-18.54939|7.107241|32.90321	270|0|0	1|1|1
DN_LV2_2_8	S_fire_03	39.23199|-0.2330141|-45.75567	270|351.6625|0	1|1|1
DN_LV2_2_8	S_fire_03	45.09019|-0.2464142|-44.46065	270|351.6625|0	1|1|1
DN_LV2_2_8	S_fire_02	-31.80864|6.577673|12.11691	270|0|0	1|1|1
DN_LV2_2_8	S_fire_03	35.55374|1.165845|-10.69412	270|0|0	1|1|1
DN_LV2_2_8	S_fire_03	40.50587|1.023336|-86.31056	270|0|0	1|1|1
DN_LV2_2_8	S_fire_03	1.298119|0.3750553|-0.08782196	270|0|0	1|1|1
DN_LV2_2_8	S_fire_03	-35.4752|7.146662|20.46478	270|0|0	1|1|1
DN_LV2_2_8	S_fire_03	44.219|1.023|-86.4	270|0|0	1|1|1
DN_Lv3_3_1	S_fire_03	60.3792|4.794003|104.9913	270|0|0	1|1|1
DN_Lv3_3_1	S_fire_03	157.6708|21.57073|147.9956	270|0|0	1|1|1
DN_Lv3_3_1	S_fire_01	124.002|22.22853|94.28764	270|0|0	1|1|1
DN_Lv3_3_1	S_fire_01	153.4657|20.4525|113.8248	270|0|0	1|1|1
DN_Lv3_3_1	S_fire_01	70.52417|5.478631|144.2999	270|0|0	1|1|1
DN_Lv3_3_1	S_fire_01	77.76261|5.217649|132.6196	270|0|0	1|1|1
DN_Lv3_3_1	S_fire_01	57.42251|1.030944|76.16989	280.6971|90.00004|270	1|1|1
DN_Lv3_3_1	S_fire_03	125.1209|15.77907|149.229	270|0|0	1|1|1
DN_Lv3_3_1	S_fire_03	112.1276|11.16085|117.6954	270|0|0	1|1|1
DN_Lv3_3_1	S_fire_03	69.26103|6.348007|143.8813	270|0|0	1|1|1
DN_Lv3_3_1	S_fire_01	169.06|4.16|94.65	270|0|0	1|1|1
DN_Lv3_3_1	S_fire_01	176.15|4.25|83.56	270|0|0	1|1|1
DN_Lv3_3_1	S_fire_01	160.604|4.57|53.404	270|0|0	1|1|1
DN_Lv3_3_2	S_fire_03	60.3792|4.794003|104.9913	270|0|0	1|1|1
DN_Lv3_3_2	S_fire_03	157.6708|21.57073|147.9956	270|0|0	1|1|1
DN_Lv3_3_2	S_fire_01	124.002|22.22853|94.28764	270|0|0	1|1|1
DN_Lv3_3_2	S_fire_01	153.4657|20.4525|113.8248	270|0|0	1|1|1
DN_Lv3_3_2	S_fire_01	70.52417|5.478631|144.2999	270|0|0	1|1|1
DN_Lv3_3_2	S_fire_01	77.76261|5.217649|132.6196	270|0|0	1|1|1
DN_Lv3_3_2	S_fire_01	57.42251|1.030944|76.16989	280.6971|90.00004|270	1|1|1
DN_Lv3_3_2	S_fire_03	125.1209|15.77907|149.229	270|0|0	1|1|1
DN_Lv3_3_2	S_fire_03	112.1276|11.16085|117.6954	270|0|0	1|1|1
DN_Lv3_3_2	S_fire_03	69.26103|6.348007|143.8813	270|0|0	1|1|1
DN_Lv3_3_2	S_fire_01	169.06|4.16|94.65	270|0|0	1|1|1
DN_Lv3_3_2	S_fire_01	176.15|4.25|83.56	270|0|0	1|1|1
DN_Lv3_3_2	S_fire_01	160.604|4.57|53.404	270|0|0	1|1|1
